label,estimate,step_count
-0.25565412640571594,-0.3652186989784241,2.0
-0.25686609745025635,-0.3667781352996826,2.0
-0.2565726637840271,-0.359515905380249,2.0
-0.2550027370452881,-0.3547889292240143,2.0
-0.25241485238075256,-0.355995774269104,2.0
-0.24908825755119324,-0.368987500667572,2.0
-0.24531321227550507,-0.3631735146045685,2.0
-0.2413807511329651,-0.3586220145225525,2.0
-0.23757244646549225,-0.3519774377346039,2.0
-0.23415032029151917,-0.34811335802078247,2.0
-0.23134763538837433,-0.35103273391723633,2.0
-0.22936077415943146,-0.3562982380390167,2.0
-0.22834274172782898,-0.35275715589523315,2.0
-0.22839848697185516,-0.3730239272117615,2.0
-0.22958238422870636,-0.3609474301338196,2.0
-0.23189803957939148,-0.3673149645328522,2.0
-0.23530034720897675,-0.36259517073631287,2.0
-0.23969992995262146,-0.37949714064598083,2.0
-0.2449694722890854,-0.38088157773017883,2.0
-0.2509517967700958,-0.394611120223999,2.0
-0.2574690878391266,-0.39801838994026184,2.0
-0.26433292031288147,-0.4043193757534027,2.0
-0.2713540196418762,-0.4110259711742401,2.0
-0.2783518433570862,-0.42169710993766785,2.0
-0.28516271710395813,-0.42130520939826965,2.0
-0.29164668917655945,-0.4242589771747589,2.0
-0.29769229888916016,-0.43138620257377625,2.0
-0.3032195568084717,-0.44516605138778687,2.0
-0.3081807792186737,-0.44010376930236816,2.0
-0.3125596344470978,-0.4353712201118469,2.0
-0.31636878848075867,-0.4482303261756897,2.0
-0.31964606046676636,-0.46975192427635193,2.0
-0.32245001196861267,-0.4627618193626404,2.0
-0.3248549699783325,-0.47099900245666504,2.0
-0.32694587111473083,-0.4840679466724396,2.0
-0.32881319522857666,-0.483928382396698,2.0
-0.3305484652519226,-0.48609864711761475,2.0
-0.3322399854660034,-0.47012749314308167,2.0
-0.33396896719932556,-0.4704277515411377,2.0
-0.335806667804718,-0.4662974774837494,2.0
-0.33781152963638306,-0.4611017107963562,2.0
-0.34002721309661865,-0.44854527711868286,2.0
-0.3424808979034424,-0.4587146043777466,2.0
-0.34518206119537354,-0.4430387616157532,2.0
-0.3481217324733734,-0.43232908844947815,2.0
-0.3512720465660095,-0.39971357583999634,2.0
-0.3545863628387451,-0.39010411500930786,2.0
-0.357999712228775,-0.3842453956604004,2.0
-0.3614296615123749,-0.38186660408973694,2.0
-0.3647778332233429,-0.35851940512657166,2.0
-0.36793169379234314,-0.3611459732055664,2.0
-0.3707672655582428,-0.34818926453590393,2.0
-0.3731517791748047,-0.3556809723377228,2.0
-0.37494730949401855,-0.3125489056110382,2.0
-0.3760145306587219,-0.2983643114566803,2.0
-0.37621691823005676,-0.2899392545223236,2.0
-0.37542498111724854,-0.29638755321502686,2.0
-0.3735208213329315,-0.2751213014125824,2.0
-0.37040209770202637,-0.2587263286113739,2.0
-0.36598625779151917,-0.25257837772369385,2.0
-0.36021384596824646,-0.24852430820465088,2.0
-0.35305142402648926,-0.22680559754371643,2.0
-0.34449365735054016,-0.1972968429327011,2.0
-0.33456459641456604,-0.21916350722312927,2.0
-0.32331788539886475,-0.2096797078847885,2.0
-0.31083616614341736,-0.19158151745796204,2.0
-0.2972293794155121,-0.1683323085308075,2.0
-0.2826322913169861,-0.17580962181091309,2.0
-0.2672009766101837,-0.18111538887023926,2.0
-0.2511087656021118,-0.14110925793647766,2.0
-0.23454155027866364,-0.11423680186271667,2.0
-0.21769264340400696,-0.1227979063987732,2.0
-0.20075739920139313,-0.11720292270183563,2.0
-0.18392780423164368,-0.08755706250667572,2.0
-0.16738712787628174,-0.07870924472808838,2.0
-0.1513049453496933,-0.07592225074768066,2.0
-0.13583256304264069,-0.07342208921909332,2.0
-0.12109905481338501,-0.043427418917417526,2.0
-0.10720805823802948,-0.01901271566748619,2.0
-0.09423540532588959,-0.028749480843544006,2.0
-0.0822276696562767,-0.02185164764523506,2.0
-0.07120165973901749,0.017680808901786804,2.0
-0.06114484369754791,0.03717723488807678,2.0
-0.05201677605509758,0.04112692177295685,2.0
-0.04375133290886879,0.037078581750392914,2.0
-0.03625979647040367,0.07551674544811249,2.0
-0.029434558004140854,0.08625054359436035,2.0
-0.023153413087129593,0.09115609526634216,2.0
-0.017284197732806206,0.08934126794338226,2.0
-0.011689670383930206,0.1123264878988266,2.0
-0.006232402287423611,0.1277768760919571,2.0
-0.0007795640267431736,0.1211119145154953,2.0
0.0047926148399710655,0.11774715781211853,2.0
0.010594839230179787,0.13465408980846405,2.0
0.016721343621611595,0.14364849030971527,2.0
0.023247210308909416,0.13202688097953796,2.0
0.030226485803723335,0.13239476084709167,2.0
0.037691179662942886,0.15464884042739868,2.0
0.045651137828826904,0.17391426861286163,2.0
0.0540948212146759,0.16348063945770264,2.0
0.06299089640378952,0.1595592200756073,2.0
0.07229059934616089,0.17271605134010315,2.0
0.08193076401948929,0.1826123148202896,2.0
0.09183736890554428,0.18997876346111298,2.0
0.10192938148975372,0.1815025806427002,2.0
0.11212292313575745,0.2118712067604065,2.0
0.1223352923989296,0.23327124118804932,2.0
0.1324889212846756,0.2227649986743927,2.0
0.14251495897769928,0.2124621868133545,2.0
0.15235635638237,0.2349603772163391,2.0
0.16197030246257782,0.2534641623497009,2.0
0.17132993042469025,0.2595231533050537,2.0
0.18042519688606262,0.2484581470489502,2.0
0.18926288187503815,0.28260815143585205,2.0
0.1978657990694046,0.30267196893692017,2.0
0.2062709927558899,0.3001540005207062,2.0
0.21452733874320984,0.28199419379234314,2.0
0.22269243001937866,0.3163678050041199,2.0
0.23082882165908813,0.3427300751209259,2.0
0.23900000751018524,0.3914814889431,2.0
0.24726609885692596,0.3761856257915497,2.0
0.25567948818206787,0.4367871582508087,2.0
0.2642807066440582,0.4758519232273102,2.0
0.2730944752693176,0.5240683555603027,2.0
0.2821265161037445,0.4936191737651825,2.0
0.2913607060909271,0.5491952896118164,2.0
0.3007573187351227,0.595123291015625,2.0
0.3102521300315857,0.6250965595245361,2.0
0.31975632905960083,0.5986132621765137,2.0
0.3291577398777008,0.6518415212631226,2.0
0.33832302689552307,0.6870192289352417,2.0
0.34710073471069336,0.6857055425643921,2.0
0.35532572865486145,0.645546555519104,2.0
0.3628239631652832,0.6612131595611572,2.0
0.3694184720516205,0.6869765520095825,2.0
0.37493571639060974,0.7083070278167725,2.0
0.3792122006416321,0.6846225261688232,2.0
0.3821013569831848,0.7139115333557129,2.0
0.38348037004470825,0.7446397542953491,2.0
0.3832564055919647,0.7403891086578369,2.0
0.38137245178222656,0.7138376235961914,2.0
0.37781205773353577,0.7236044406890869,2.0
0.3726028800010681,0.7468523979187012,2.0
0.3658190965652466,0.7303198575973511,2.0
0.3575819730758667,0.6909538507461548,2.0
0.3480587899684906,0.706163763999939,2.0
0.33746007084846497,0.7201565504074097,2.0
0.3260348439216614,0.6911172866821289,2.0
0.3140643537044525,0.6313303709030151,2.0
0.30185407400131226,0.6204369068145752,2.0
0.28972432017326355,0.6362287998199463,2.0
0.27799999713897705,0.6098654270172119,2.0
0.2669995129108429,0.5550152063369751,2.0
0.2570234537124634,0.5540434122085571,2.0
0.2483435422182083,0.5697468519210815,2.0
0.2411922663450241,0.5492075681686401,2.0
0.23575359582901,0.5101426839828491,2.0
0.23215538263320923,0.4874996840953827,2.0
0.23046371340751648,0.4998414218425751,2.0
0.23067960143089294,0.4841943085193634,2.0
0.23273807764053345,0.4490484893321991,2.0
0.2365100234746933,0.44655394554138184,2.0
0.24180634319782257,0.4515560567378998,2.0
0.24838466942310333,0.44533586502075195,2.0
0.2559579908847809,0.4146636724472046,2.0
0.26420506834983826,0.40125277638435364,2.0
0.2727818489074707,0.4019545316696167,2.0
0.28133365511894226,0.38820505142211914,2.0
0.28950732946395874,0.3713016211986542,2.0
0.2969631552696228,0.36731842160224915,2.0
