hip_flexion_moment,thigh_accel_x,thigh_accel_y,thigh_accel_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,torque_mea,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_accel_x,pelvis_accel_y,pelvis_accel_z,d_hip_sagittal_filt,hip_sagittal,torque_cmd,mode,gp,gp_to,lFP_vy
NaN,-0.578901090925342,0.0313452132908133,0.126852350146436,-0.457518398628824,-0.288906426217743,0.772513843306867,-0.2134951144,-0.19285063346208,0.020821551381174,0.178460909121874,-0.859901670173456,-0.076773985436077,-0.249557381488203,-1.873597364,-0.612095669,0.6344867264,1,0.258,NaN,NaN
NaN,-0.562713031516575,0.099127863570186,0.072497458152385,-0.445604907281824,-0.200496455509139,0.696568638290699,0.271847577899655,-0.19285063346208,0.020821551381174,0.178460909121874,-0.84497726065967,-0.0815696525161585,-0.244844043046919,-1.81530642200004,-0.615163818099998,0.698291970099955,1,0.274999999999988,NaN,NaN
NaN,-0.357639428593823,-0.409447007149934,-0.142026070710601,-0.169280745424023,-0.159831636823534,0.635347465046227,0.5076780357,-0.197045067104425,0.005223645831715,0.17587189138911,-0.821178861051754,-0.0774760935384345,-0.258458082431207,-1.751031333,-0.6197660715,0.6982919701,1,0.275,NaN,NaN
NaN,-0.677545768834905,-0.110816073036405,0.0974756766137435,-0.371958223339522,-0.143548643813015,0.627577213196924,0.4979834849,-0.197045067104425,0.005223645831715,0.17587189138911,-0.83382494459184,-0.077765345584592,-0.263823130527487,-1.681112312,-0.6220671684,1.098463056,1,0.285,NaN,NaN
NaN,-0.585878925949542,0.24524992789348,0.216289199518833,-0.255760137394882,-0.0448096028164558,0.486006445862223,0.600155637400206,-0.201806171234115,0.003345841829319,0.173878878541914,-0.843892463526439,-0.0447287889885974,-0.244293533558821,-1.60606014699994,-0.624368265299999,1.09846305600018,1,0.284999999999996,NaN,NaN
NaN,-0.498067531706629,0.0124406442618613,-0.113848248116185,0.159937737161363,0.112940986667956,0.393069234458635,0.8907424018,-0.201806171234115,0.003345841829319,0.173878878541914,-0.854084244032691,-0.0441739070998433,-0.248369117121137,-1.524608951,-0.6236012728,1.358658667,1,0.28,NaN,NaN
NaN,-0.473261731964535,-0.13120002352497,-0.295419114258446,0.575635611717902,0.270691576152481,0.300132023054979,0.8267679678,-0.20042463232189,0.01685575333609,0.15862000961805,-0.82985762688898,-0.00581166461310226,-0.210692054281669,-1.433935805,-0.6201495678,1.358658667,1,0.28,NaN,NaN
NaN,-0.369694040333714,-0.014678964642151,0.0838459198889687,0.663668425552665,0.480869154856368,-0.0126868200641928,0.9737157739,-0.22187957097362,0.02250275807902,0.138823825537525,-0.777056506930744,-0.079008074893265,-0.222149535639274,-1.3830696075,-0.6184237451,1.292660475,1,0.282,NaN,NaN
NaN,-0.422438842170629,-0.134769128238171,0.289775507128776,0.333944901098392,0.570671692498882,-0.0859095820243211,1.12066358,-0.24333450962535,0.02814976282195,0.119027641457,-0.733252032029827,-0.102707738471322,-0.221748826361668,-1.33220341,-0.6166979224,1.226662283,1,0.284,NaN,NaN
NaN,-0.532950436014617,-0.0301672446995977,0.164623809529722,0.0751408771038824,0.60036700391768,-0.1594803658757,1.43122083666659,-0.24333450962535,0.02814976282195,0.119027641457,-0.807182948912583,-0.110086676981947,-0.254905533538654,-1.12925953083338,-0.606470758733336,1.31442842633331,1,0.288999999999999,NaN,NaN
NaN,-0.506109837212043,0.0740165837102585,0.190186825031659,-0.216747597113017,0.592726448013498,-0.15745567102545,1.31031020100022,-0.26427487843379,0.12162290699119,0.07853862141105,-0.770410290615537,-0.0484901255846065,-0.210991335677356,-0.947187635599893,-0.598289027899998,1.33198165500012,1,0.290000000000004,NaN,NaN
NaN,-0.464302480972748,0.022319057640241,0.186083291079928,-0.170713739143373,0.609598106151356,-0.215810643778338,1.62566877,-0.26427487843379,0.12162290699119,0.07853862141105,-0.752579340180089,-0.0768420435841895,-0.2124865995741,-0.7970554012,-0.5948373825,1.493909756,1,0.295,NaN,NaN
NaN,-0.537070547451259,0.073505157872933,0.316902931323897,-0.316657257198148,0.657621771561062,-0.286325982911071,1.30810358700023,-0.326381769893605,0.187942989379973,0.0619939740732613,-0.924691086212817,-0.115862491376999,-0.354089938622541,-0.643628388900109,-0.591002181200003,1.493909756,1,0.295,NaN,NaN
NaN,-0.564066712840987,0.152194382281701,0.318898596367226,-0.471936220138296,0.645426837350293,-0.287939219373048,1.526642568,-0.32638176989365,0.18794298938002,0.06199397407325,-0.779563518905723,-0.0360465744099456,-0.268422082449957,-0.4914214399,-0.5867834837,1.631873099,1,0.292,NaN,NaN
NaN,-0.527500371177601,0.165099728644444,0.251734204133474,-0.385863013496599,0.650685195659433,-0.314391812585365,1.672192315,-0.31092339041128,0.08693961539609,0.06994178067169,-0.768495083209522,-0.0323247913488079,-0.243209409003634,-0.3446316375,-0.5833317787,1.631873099,1,0.292,NaN,NaN
NaN,-0.53432264952727,0.104589775509257,0.284949170267825,-0.310621096061197,0.700499251006777,-0.402495786084627,1.65334082000001,-0.31092339041128,0.08693961539609,0.06994178067169,-0.835117714309205,-0.056759964627812,-0.278691362434668,-0.206299326300098,-0.579496637000003,1.54880000000006,1,0.302999999999992,NaN,NaN
NaN,-0.532910057102848,0.145275662330984,0.258863060407808,-0.395294971339668,0.700246197440033,-0.414546962859851,1.539527154,-0.30978372808665,0.06868956612861,0.04778579887766,-0.862800903575266,-0.0529565321628022,-0.301778071165562,-0.0794594391,-0.5771954805,1.5488,1,0.303,NaN,NaN
NaN,-0.541902573642759,0.246466164672237,0.157843245207405,-0.221823475623859,0.674931306645512,-0.42036021741392,1.597853636,-0.30978372808665,0.06868956612861,0.04778579887766,-0.837178472927808,-0.0380867867053085,-0.286408180274968,0.03473961842,-0.5733603389,1.856901981,1,0.306,NaN,NaN
NaN,-0.464735712861789,0.108464553314382,0.162884836147454,0.0861107039498349,0.755466682853184,-0.56174919737236,1.54151907399999,-0.282450955093705,0.029693283350709,0.00203563852896401,-0.806710445406954,-0.0948439536957211,-0.326759375819386,0.135059064200062,-0.571059182299997,1.85690198100006,1,0.305999999999999,NaN,NaN
NaN,-0.499165291490265,0.174143421207166,0.291706660018196,0.0735866562915282,0.789081581501137,-0.582260278192696,1.531985644,-0.282450955093705,0.029693283350709,0.00203563852896401,-0.80742333510919,-0.0953794454640985,-0.327225371510133,0.222264238,-0.5668404848,1.942266393,1,0.305,NaN,NaN
NaN,-0.351502504136528,0.0914423159582603,0.110636687149206,0.318540325141651,0.843956282078291,-0.720545343900738,1.76353378899984,-0.260773180679751,-0.0123457758467452,-0.0315668301324162,-0.867021915996852,-0.13171968597487,-0.355823146913858,0.298226541599946,-0.562238291000003,1.942266393,1,0.305,NaN,NaN
