hip_sagittal_l_raw,hip_sagittal_r_raw,d_hip_sagittal_l_raw,d_hip_sagittal_r_raw,torque_l_mea,torque_r_mea,pelvis_euler_x,pelvis_euler_y,pelvis_euler_z,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_accel_x,pelvis_accel_y,pelvis_accel_z,batt,cpu,mem,button_l,button_r,time,d_hip_sagittal_l_filt,d_hip_sagittal_r_filt,hip_sagittal_l,hip_sagittal_r,torque_l_cmd,torque_r_cmd,stance_l,stance_r,mode_n,mode_l,mode_r,gp_l,gp_r,l_est_trq,r_est_trq,thigh_l_accel_x,thigh_l_accel_y,thigh_l_accel_z,thigh_l_gyro_x,thigh_l_gyro_y,thigh_l_gyro_z,thigh_r_accel_x,thigh_r_accel_y,thigh_r_accel_z,thigh_r_gyro_x,thigh_r_gyro_y,thigh_r_gyro_z,sync,imu_time,trq_r,trq_l,exo_time
-0.3900384307,0.2485200614,0.8425757289,1.06718874,0,-0,1.676674957,-0.08592499733,-0.550549984,0.01102499992,0.1669499993,-0.262675004,1.420999959,-10.06459951,0.5193999939,23.28110695,0,1.00625,0,0,32.676,0.9623548713,1.189896652,-0.3892713935,0.2719146963,1.830532999,-3.221344673,1,1,0,0,0,0,0,0.29599,-0.58853,-17.5565975739733,0.973156242845862,9.78840637053799,0.357281356865526,0.542425239858887,-0.496919510677955,-10.2004522802563,1.16666069813868,0.181905889872017,0.229333303966736,0.975768108513444,-0.061237846492598,0,32.582655995,0.576625525,-0.30769783,32.676
-0.3881208301,0.2535057962,0.7221655846,1.047238111,0,-0,1.674224968,-0.08592499733,-0.5493249893,0.02380000025,0.1370249987,-0.2819250107,1.813000023,-10.15280013,0.303799995,23.28110695,0,1.00625,0,0,32.681,0.9851401158,1.184992511,-0.3873537928,0.2769004311,1.830532999,-3.221344673,1,1,0,0,0,0,0,0.29599,-0.58853,-17.5701470331964,0.807142893833277,10.2406604341595,0.386044480807646,0.412384666465092,-0.53916534706645,-10.3389261448773,1.48594471447742,-0.202591699993728,0.258578068231679,0.960536738875493,-0.0861630668542122,0,32.58791598,0.589998959999981,-0.307103540000001,32.681
-0.3892713785,0.2592585683,0.4789689481,1.079800606,0,-0,1.674224968,-0.08592499733,-0.5493249893,0.02380000025,0.1370249987,-0.2819250107,1.813000023,-10.15280013,0.303799995,23.28110695,0,1.00625,0,0,32.686,0.9908190217,1.178090524,-0.3885043413,0.2826532032,1.874088986,-3.407966924,1,1,0,0,0,0,0,0.29368,-0.61972,-16.8375766792537,1.55276795890358,9.49773556152031,0.415078256466421,0.228804125804522,-0.559903855275132,-10.7623748882796,1.60885187066581,-0.306375529359254,0.246516023229234,0.938944192906537,-0.103777190948296,0,32.59291504,0.58926365,-0.301544725000004,32.686
-0.3892713785,0.2627102435,0.3609749675,0.925904572,0,-0,1.671425037,-0.086274997,-0.5482749987,0.03972499967,0.1231999993,-0.2787750053,2.057999936,-10.36839969,0.6272000298,23.28110695,0,1.00625,0,0,32.691,0.9795374643,1.167857693,-0.3885043413,0.2861048784,1.874088986,-3.407966924,1,1,0,0,0,0,0,0.29368,-0.61972,-16.1050063253099,2.29839302397517,8.7548106888794,0.444112032125196,0.0452235851438761,-0.580642363483783,-11.1858236316823,1.73175902685391,-0.410159358724381,0.23445397822673,0.917351646937571,-0.121391315042369,0,32.5979141,0.58852834,-0.29598591,32.691
-0.3915725052,0.2661619186,0.1524115652,0.9053747058,0,-0,1.671425037,-0.086274997,-0.5482749987,0.03972499967,0.1231999993,-0.2787750053,2.057999936,-10.36839969,0.6272000298,23.28110695,0,1.00625,0,0,32.696,0.9511088767,1.154046053,-0.390805468,0.2895565536,1.903477489,-3.600677903,1,1,0,0,0,0,0,0.32029,-0.62739,-14.4180044776873,2.71139098141722,7.10342006822627,0.431370282010507,-0.0846001701335477,-0.594684484130256,-11.4606365333875,1.65912596875574,0.00105695631569661,0.227953340622639,0.877677352483898,-0.120999275559068,0,32.6032088,0.604122374999989,-0.294832635000001,32.696
-0.3904219568,0.2707641423,0.1752619892,0.8539273143,0,-0,1.668800011,-0.08662499666,-0.547225008,0.051450001,0.155224998,-0.2766750073,2.518599993,-10.22139983,1.166200027,23.28110695,0,1.00625,0,0,32.701,0.9086228726,1.136547965,-0.3896549196,0.2941587772,1.903477489,-3.600677903,1,1,0,0,0,0,0,0.32029,-0.62739,-12.7310026300623,3.12438893885986,5.4520294475708,0.418628531895799,-0.214423925411156,-0.608726604776749,-11.735449435093,1.58649291065746,0.412273271356359,0.221452703018539,0.838003058030168,-0.120607236075767,0,32.6085035,0.61971641,-0.29367936,32.701
-0.3885043561,0.2738322914,0.2376800478,0.8387659788,0,-0,1.668800011,-0.08662499666,-0.547225008,0.051450001,0.155224998,-0.2766750073,2.518599993,-10.22139983,1.166200027,23.28110695,0,1.00625,0,0,32.706,0.8568999204,1.115879221,-0.3877373189,0.2972269263,1.969097385,-3.759788199,1,1,0,0,0,0,0,0.34612,-0.62875,-11.2660930979905,2.7251580414941,5.73164973229751,0.434825921575359,-0.184463101176692,-0.583773632308618,-11.8154605233284,1.70528282958458,0.511760040843162,0.219087706737218,0.784149390051538,-0.126095604615064,0,32.613344355,0.623554590000003,-0.306986440000009,32.706
-0.3885043561,0.2772839665,0.1728162616,0.8010331988,0,-0,1.666174984,-0.08697499633,-0.5456500053,0.04514999866,0.2330999947,-0.275449996,1.999199963,-10.16259942,1.430799979,23.28110695,0,1.00625,0,0,32.711,0.7992156919,1.09249092,-0.3877373189,0.3006786015,1.969097385,-3.759788199,1,1,0,0,0,0,0,0.34612,-0.62875,-9.80118356592073,2.3259271441289,6.01127001702383,0.451023311254896,-0.15450227694227,-0.558820659840523,-11.8954716115638,1.82407274851153,0.611246810329823,0.216722710455901,0.730295722072985,-0.131583973154354,0,32.61818521,0.62739277,-0.32029352,32.711
-0.3873538077,0.2803521156,0.1788598597,0.7529901266,0,-0,1.666174984,-0.08697499633,-0.5456500053,0.04514999866,0.2330999947,-0.275449996,1.999199963,-10.16259942,1.430799979,23.28110695,0,1.00625,0,0,32.716,0.7387432673,1.066636944,-0.3865867705,0.3037467506,2.061019338,-3.88307283,1,1,0,0,0,0,0,0.38582,-0.666,-8.77385155495115,1.79576364489992,4.52843046274413,0.459827655896243,-0.159293207581143,-0.515707495584886,-12.2161853729574,1.13440853484368,1.17932355220491,0.226060246107875,0.651233309800384,-0.121452867080165,0,32.62446446,0.62806958,-0.333208205,32.716
-0.3842856586,0.2822696865,0.2835437059,0.6555729508,0,-0,1.663724995,-0.08732499599,-0.543200016,0.04077499866,0.2906750107,-0.2574250007,-0.4900000073,-10.4663996,1.822800043,23.28110695,0,1.00625,0,0,32.721,0.6795389022,1.037806835,-0.3835186214,0.3056643214,2.061019338,-3.88307283,1,1,0,0,0,0,0,0.38582,-0.666,-7.74651954398304,1.26560014567169,3.04559090846655,0.468632000537577,-0.164084138220009,-0.47259433132931,-12.5368991343506,0.444744321176811,1.74740029407918,0.235397781759837,0.572170897527894,-0.11132176100599,0,32.63074371,0.628746389999999,-0.346122889999982,32.721
-0.3842856586,0.283803761,0.2029817253,0.5725215673,0,-0,1.661624947,-0.08819999933,-0.5405749893,0.03132499933,0.271600008,-0.2467500067,-1.871799996,-12.88700056,1.567999965,23.28110695,0,1.00625,0,0,32.729,0.6229152933,1.005463849,-0.3835186214,0.307198396,2.195502571,-4.037438574,1,1,0,0,0,0,0,0.405,-0.67636,-5.83203656293343,-0.108903397065837,1.22684424117402,0.356504824001564,-0.082733568057045,-0.481782415708749,-11.9727438693333,-0.452650473693805,1.86587515947329,0.304463380020038,0.432308961839856,-0.134537435780862,0,32.638677462,0.658552005999989,-0.377883537999989,32.729
-0.3827515841,0.2864884138,0.2062171698,0.4783834517,0,-0,1.661624947,-0.08819999933,-0.5405749893,0.03132499933,0.271600008,-0.2467500067,-1.871799996,-12.88700056,1.567999965,23.28110695,0,1.00625,0,0,32.731,0.5698966654,0.9690335423,-0.3819845468,0.3098830488,2.195502571,-4.037438574,1,1,0,0,0,0,0,0.405,-0.67636,-5.35341581767054,-0.452529282750641,0.772157574350605,0.328473029867508,-0.0623959255162661,-0.484079436803629,-11.8317050530787,-0.676999172411613,1.89549387582167,0.321729779585116,0.397343477917812,-0.140341354474594,0,32.6406609,0.66600341,-0.3858237,32.731
-0.382368058,0.2868719101,0.2038881034,0.443485707,0,-0,1.661624947,-0.08819999933,-0.5405749893,0.03132499933,0.271600008,-0.2467500067,-1.871799996,-12.88700056,1.567999965,23.28110695,0,1.00625,0,0,32.736,0.5211072552,0.9288728181,-0.3816010208,0.310266545,2.329015416,-4.171743176,1,1,0,0,0,0,0,0.42259,-0.63771,-6.25460871675755,-0.456475342588183,-1.87233125218998,0.301554975045404,0.0248657187814421,-0.486937167966123,-12.0182886431819,-0.772912136672971,2.16424549006338,0.31663611454539,0.293225212239987,-0.212145986477039,0,32.64591432,0.671180249999996,-0.395413519999993,32.736
-0.3792999089,0.2849543393,0.3166415691,0.2175063789,0,-0,1.660225048,-0.08802500367,-0.538475008,0.102724998,0.234150002,-0.27125,-2.175600028,-16.66000047,-0.4410000175,23.28110695,0,1.00703125,0,0,32.741,0.4784195418,0.8831379624,-0.3785328717,0.3083489742,2.329015416,-4.171743176,1,1,0,0,0,0,0,0.42259,-0.63771,-7.15580161584585,-0.460421402425732,-4.51682007873433,0.274636920223262,0.112127363079274,-0.489794899128622,-12.2048722332855,-0.868825100934465,2.43299710430548,0.311542449505657,0.189106946562015,-0.283950618479586,0,32.65116774,0.67635709,-0.40500334,32.741
-0.3800669312,0.2826532125,0.1992815435,0.03593633696,0,-0,1.660225048,-0.08802500367,-0.538475008,0.102724998,0.234150002,-0.27125,-2.175600028,-16.66000047,-0.4410000175,23.28110695,0,1.00703125,0,0,32.746,0.4407590222,0.8299642229,-0.379299894,0.3060478475,2.459205163,-4.211112273,1,1,0,0,0,0,0,0.44466,-0.52378,-11.4503566353296,-0.645354297880862,-4.42906803512194,0.363424591277084,0.364022021061597,-0.535037618669862,-14.1954892404064,-1.18500937751074,2.58820148778841,0.337722399445517,-0.0195423297386142,-0.356171160334176,0,32.656286025,0.657031984999986,-0.413798990000006,32.746
-0.379683435,0.2795850635,0.1573666334,-0.1411613524,0,-0,1.658125,-0.08924999833,-0.5370750093,0.2040499973,0.08802500367,-0.2126249933,-1.666000018,-18.07119982,-2.96940003,23.28110695,0,1.00703125,0,0,32.751,0.406869608,0.7679090567,-0.3789163977,0.3029796984,2.459205163,-4.211112273,1,1,0,0,0,0,0,0.44466,-0.52378,-15.7449116548072,-0.830287193335729,-4.34131599150967,0.45221226233078,0.615916679043562,-0.580280338211038,-16.1861062475245,-1.50119365408656,2.74340587127111,0.36390234938534,-0.228191606038947,-0.428391702188663,0,32.66140431,0.63770688,-0.42259464,32.751
-0.3785328567,0.2769004405,0.178635329,-0.2551358938,0,-0,1.658125,-0.08924999833,-0.5370750093,0.2040499973,0.08802500367,-0.2126249933,-1.666000018,-18.07119982,-2.96940003,23.28110695,0,1.00703125,0,0,32.756,0.3764079096,0.6969075597,-0.3777658195,0.3002950754,2.594148863,-4.055866534,1,1,0,0,0,0,0,0.43431,-0.51292,-18.4565951336655,-0.788987047385802,-4.73124953825447,0.752797273193579,0.41542115881582,-0.514501092058422,-16.6295750135505,-1.33065536040789,3.25096272917134,0.372113805382465,-0.353283134957813,-0.461783720641847,0,32.66627168,0.580741675,-0.43362591,32.756
-0.3800669312,0.2753663659,0.05194820091,-0.2762895226,0,-0,1.656375027,-0.091875,-0.537424984,0.3225250053,-0.09974999666,-0.1592500067,-2.763600051,-16.83640053,-3.459399855,23.28110695,0,1.00703125,0,0,32.761,0.3474140117,0.6189015021,-0.379299894,0.2987610009,2.594148863,-4.055866534,1,1,0,0,0,0,0,0.43431,-0.51292,-21.1682786125237,-0.747686901435875,-5.12118308499927,1.05338228405638,0.214925638588077,-0.448721845905806,-17.0730437795765,-1.16011706672922,3.75851958707156,0.380325261379589,-0.478374663876679,-0.49517573909503,0,32.67113905,0.52377647,-0.44465718,32.761
-0.3800669312,0.2749828398,0.03956983611,-0.2348648459,0,-0,1.656375027,-0.091875,-0.537424984,0.3225250053,-0.09974999666,-0.1592500067,-2.763600051,-16.83640053,-3.459399855,23.28110695,0,1.00703125,0,0,32.766,0.319039808,0.5373875892,-0.379299894,0.2983774748,2.680008449,-3.920079513,1,1,0,0,0,0,0,0.42187,-0.50032,-22.9336667945253,1.92210385269234,-1.64915541324748,1.0648358359904,0.0560736615823344,-0.484579848497612,-18.3588968116844,-1.86284189020511,4.99907182935074,0.379979315159727,-0.732333778908223,-0.591039697038357,0,32.676054985,0.518347590000004,-0.439483050000004,32.766
-0.3792999089,0.2722982168,0.07980443537,-0.3177633882,0,-0,1.654799957,-0.09607499599,-0.5395249987,0.459199996,-0.302575016,-0.1410500073,-3.772999907,-13.59259965,-1.342599946,23.28110695,0,1.00703125,0,0,32.771,0.2917596165,0.4543931515,-0.3785328717,0.2956928518,2.680008449,-3.920079513,1,1,0,0,0,0,0,0.42187,-0.50032,-24.6990549765294,4.59189460682435,1.82287225850924,1.07628938792444,-0.102778315423634,-0.520437851089469,-19.6447498437941,-2.56556671368201,6.23962407163167,0.379633368939865,-0.986292893940127,-0.68690365498182,0,32.68097092,0.51291871,-0.43430892,32.771
-0.3816010058,0.2653948665,-0.05488863587,-0.6045793295,0,-0,1.654799957,-0.09607499599,-0.5395249987,0.459199996,-0.302575016,-0.1410500073,-3.772999907,-13.59259965,-1.342599946,23.28110695,0,1.00703125,0,0,32.776,0.2641573107,0.3682402762,-0.3808339686,0.2887895014,2.725120352,-3.796270937,1,1,0,0,0,0,0,0.39967,-0.48595,-23.3922313666424,7.12067697707351,2.28886374478365,0.808816144627116,-0.240735478439616,-0.595202937034786,-17.1883677591449,-5.10166129576645,6.2906097103678,0.564469482626138,-1.27368638517193,-0.818162895171545,0,32.685808675,0.506618769999996,-0.428090944999996,32.776
-0.3827515841,0.2558069229,-0.1023291945,-0.9579120278,0,-0,1.651824989,-0.101674999,-0.543200016,0.5584249973,-0.467949996,-0.3577000093,-2.45,-12.99479976,-2.107000035,23.28110695,0,1.00703125,0,0,32.781,0.2353843279,0.2749947167,-0.3819845468,0.2792015579,2.725120352,-3.796270937,1,1,0,0,0,0,0,0.39967,-0.48595,-22.0854077567573,9.64945934731908,2.75485523105739,0.541342901330171,-0.378692641455402,-0.669968022979997,-14.7319856744991,-7.63775587784729,6.34159534910385,0.749305596312149,-1.56107987640332,-0.949422135361084,0,32.69064643,0.50031883,-0.42187297,32.781
-0.3816010058,0.2427672744,-0.018360449,-1.389788628,0,-0,1.651824989,-0.101674999,-0.543200016,0.5584249973,-0.467949996,-0.3577000093,-2.45,-12.99479976,-2.107000035,23.28110695,0,1.00703125,0,0,32.786,0.2067757477,0.1693189221,-0.3808339686,0.2661619093,2.723359851,-3.67869998,1,1,0,0,0,0,0,0.40396,-0.43321,-20.1709512243706,9.6481166580838,1.17732559456646,0.31987238508538,-0.434804921098703,-0.654908572799928,-16.1846818809544,-6.13451804340335,3.15706311235582,0.90654420007541,-1.6413478680613,-1.10776899187703,0,32.695530855,0.49313234,-0.410769995,32.786
-0.3812175095,0.2262759805,0.00839106366,-1.889766932,0,-0,1.647800064,-0.107099998,-0.5484500027,0.459199996,-0.5586000013,-0.301174984,-3.067399937,-12.65180008,-1.009400001,23.28110695,0,1.00703125,0,0,32.791,0.1796524427,0.0452657174,-0.3804504723,0.2496706154,2.723359851,-3.67869998,1,1,0,0,0,0,0,0.40396,-0.43321,-18.2564946919865,9.64677396884852,-0.400204041922222,0.0984018688409041,-0.490917200741925,-0.639849122619881,-17.6373780874077,-4.63128020896154,-0.0274691243876834,1.06378280383845,-1.72161585971917,-1.26611584839275,0,32.70041528,0.48594585000001,-0.399667020000016,32.791
-0.3831350803,0.2090176344,-0.1033878624,-2.314620256,0,-0,1.647800064,-0.107099998,-0.5484500027,0.459199996,-0.5586000013,-0.301174984,-3.067399937,-12.65180008,-1.009400001,23.28110695,0,1.00703125,0,0,32.796,0.1532258021,-0.1012461594,-0.3823680431,0.2324122693,2.728993987,-3.503501639,1,1,0,0,0,0,0,0.42216,-0.41331,-13.9493218381339,9.47899920839401,-0.681272381088619,-0.0833605625008627,-0.491456117550844,-0.600452085954994,-16.6596824274823,-4.27375395969222,2.76674804013069,0.385287925353839,-1.9233751391197,-1.58101002495902,0,32.7053358,0.459579170000019,-0.401811434999998,32.796
-0.3804504573,0.1925263405,0.06263303012,-2.58292079,0,-0,1.645,-0.111650002,-0.5536999893,0.3652250147,-0.4604249907,-0.157149992,-3.459399855,-10.53500047,0.9114000216,23.28110695,0,1.00703125,0,0,32.801,0.1296771164,-0.2704420233,-0.3796834201,0.2159209754,2.728993987,-3.503501639,1,1,0,0,0,0,0,0.42216,-0.41331,-9.64214898427797,9.31122444793927,-0.962340720253173,-0.265122993842573,-0.491995034359684,-0.561055049290072,-15.6819867675534,-3.91622771042452,5.56096520465757,-0.293206953131957,-2.12513441852041,-1.89590420152551,0,32.71025632,0.43321249,-0.40395585,32.801
-0.3808339834,0.1752680093,0.02581318654,-2.807826281,0,-0,1.645,-0.111650002,-0.5536999893,0.3652250147,-0.4604249907,-0.157149992,-3.459399855,-10.53500047,0.9114000216,23.28110695,0,1.0078125,0,0,32.806,0.1093714051,-0.4599129876,-0.3800669462,0.1986626443,2.762866964,-3.337836504,1,1,0,0,0,0,0,0.40294,-0.40879,-4.0454046292684,7.22932865022748,-4.58618566347404,-0.631888790470361,-0.333235746761092,-0.559856943880133,-16.6466502949292,-3.37272695981372,5.24739858123125,-0.310220784566589,-2.43076985198385,-1.9143458189723,0,32.71510655,0.423259645000007,-0.413058309999994,32.806
-0.3800669312,0.1587767005,0.05844156444,-2.93069005,0,-0,1.643775005,-0.1151499987,-0.5573750067,0.3097500134,-0.271600008,-0.03220000058,-3.959200138,-9.016000164,2.204999942,23.28110695,0,1.0078125,0,0,32.811,0.09272528846,-0.6647656193,-0.379299894,0.1821713354,2.762866964,-3.337836504,1,1,0,0,0,0,0,0.40294,-0.40879,1.55133972574913,5.14743285251273,-8.21003060670006,-0.998654587098671,-0.174476459162275,-0.558658838470192,-17.6113138223064,-2.82922620920215,4.93383195780448,-0.327234616001246,-2.73640528544773,-1.93278743641911,0,32.71995678,0.4133068,-0.42216077,32.811
-0.3792999089,0.1415183693,0.08085704595,-3.057782888,0,-0,1.643775005,-0.1151499987,-0.5573750067,0.3097500134,-0.271600008,-0.03220000058,-3.959200138,-9.016000164,2.204999942,23.28110695,0,1.0078125,0,0,32.816,0.07992855641,-0.8795646506,-0.3785328717,0.1649130043,2.757398539,-3.204427153,1,1,0,0,0,0,0,0.37145,-0.37837,3.23496425339879,1.89762628346957,-11.0066981603179,-0.954331394529397,0.0390661249560453,-0.444681073010855,-17.4072032917188,-1.50333258747105,2.96762872756376,-0.0703208259977406,-2.96789110821455,-1.80578326253434,0,32.724894125,0.411050154999998,-0.412548389999993,32.816
-0.3769987822,0.1231094748,0.180494979,-3.215962887,0,-0,1.643599968,-0.118125,-0.5589500093,0.267050004,-0.09450000167,0.02747500092,-3.910199893,-8.153600168,2.851800084,23.28110695,0,1.0078125,0,0,32.821,0.07204610487,-1.099708235,-0.3762317449,0.1465041097,2.757398539,-3.204427153,1,0,0,0,0,0,0,0.37145,-0.37837,4.91858878104606,-1.35218028556897,-13.8033657139318,-0.910008201960185,0.252608709074062,-0.33070330755168,-17.2030927611314,-0.177438965741835,1.00142549732582,0.1865929640054,-3.19937693098104,-1.67877908864974,0,32.72983147,0.40879351,-0.40293601,32.821
-0.3739306331,0.1054676175,0.3026536703,-3.291695833,0,-0,1.643599968,-0.118125,-0.5589500093,0.1956500053,0.08907500267,0.04882499933,-3.577000093,-8.584799874,2.44019998,23.28110695,0,1.0078125,0,0,32.829,0.07061547199,-1.320425579,-0.3731635959,0.1288622525,2.702047579,-3.05345985,1,0,0,0,0,0,0,0.3268,-0.33276,2.59730448685368,-3.20582881380457,-10.9030876574127,-0.406673737568219,0.460319731305635,0.0170036446767294,-15.8069655588722,1.10921267516864,-3.3494318525482,0.482841286920738,-3.37939179092689,-1.43732177538155,0,32.73772343,0.384454766000004,-0.377750402000004,32.829
-0.3674108386,0.08820927888,0.5755295753,-3.329843998,0,-0,1.644124947,-0.120400002,-0.5589500093,0.1956500053,0.08907500267,0.04882499933,-3.577000093,-8.584799874,2.44019998,23.28110695,0,1.0078125,0,0,32.831,0.07913176965,-1.537037716,-0.3666438014,0.1116039138,2.702047579,-3.05345985,1,0,0,0,0,0,0,0.3268,-0.33276,2.01698341330507,-3.66924094586389,-10.1780181432823,-0.280840121470115,0.512247486863574,0.103930382733909,-15.457933758307,1.43087558539654,-4.43714619001767,0.556903367649638,-3.42439550591339,-1.37695744706445,0,32.73969642,0.37837008,-0.371454,32.831
-0.3578228652,0.07095094025,0.9295786023,-3.364073277,0,-0,1.644124947,-0.120400002,-0.5589500093,0.1956500053,0.08907500267,0.04882499933,-3.577000093,-8.584799874,2.44019998,23.28110695,0,1.0078125,0,0,32.836,0.1024219912,-1.745583021,-0.357055828,0.0943455752,2.587346111,-2.864439252,1,0,0,0,0,0,0,0.30052,-0.31582,0.237964323798394,-4.60910625118342,-8.36567755053144,-0.158919032823491,0.61853436963664,0.157768723135134,-16.5386986017746,2.08552182277561,-5.21122556572029,0.676893696519791,-3.50260185556281,-1.22030002397863,0,32.744580375,0.355565475000016,-0.349125830000016,32.836
-0.3467008173,0.04870686308,1.272109985,-3.463944197,0,-0,1.644650059,-0.1216249967,-0.5575500107,0.06317499816,0.1925,-0.03430000067,-3.723999953,-9.417800248,1.891400036,23.28110695,0,1.0078125,0,0,32.841,0.1448451102,-1.943993882,-0.3459337801,0.07210149802,2.587346111,-2.864439252,1,0,0,0,0,0,0,0.30052,-0.31582,-1.54105476571081,-5.54897155650428,-6.55333695777799,-0.0369979441766935,0.724821252409857,0.211607063536436,-17.6194634452438,2.74016806015561,-5.985304941424,0.796884025390115,-3.58080820521233,-1.06364260089258,0,32.74946433,0.33276087,-0.32679766,32.841
-0.3359622955,0.0341331549,1.491743684,-3.506405354,0,-0,1.644650059,-0.1216249967,-0.5575500107,0.06317499816,0.1925,-0.03430000067,-3.723999953,-9.417800248,1.891400036,23.28110695,0,1.0078125,0,0,32.846,0.2079852797,-2.130689335,-0.3351952583,0.05752778985,2.457344376,-2.693067913,1,0,0,0,0,0,0,0.34277,-0.30301,-1.89656367722758,-6.57117382177576,-8.52334139834109,-0.116217723945095,0.909208244135651,0.0631664541694245,-17.3662183946035,2.41850991784873,-7.88555475542623,0.829675049499164,-3.60467859059378,-0.916734357805651,0,32.754482845,0.324291495000006,-0.313658980000009,32.846
-0.3225391507,0.01534074452,1.784454346,-3.57408762,0,-0,1.643950043,-0.121450001,-0.555099988,-0.04987499833,0.2992500067,-0.132475003,-2.636199939,-11.23080027,0.9995999813,23.28110695,0,1.0078125,0,0,32.851,0.292691051,-2.305035306,-0.3217721135,0.03873537946,2.457344376,-2.693067913,1,0,0,0,0,0,0,0.34277,-0.30301,-2.25207258874486,-7.5933760870487,-10.493345838907,-0.195437503713608,1.09359523586171,-0.085274155197798,-17.1129733439628,2.09685177554139,-9.78580456943116,0.862466073608259,-3.62854897597527,-0.769826114718517,0,32.75950136,0.31582212,-0.3005203,32.851
-0.3098830283,-0.002301111585,1.976875305,-3.563262701,0,-0,1.643950043,-0.121450001,-0.555099988,-0.04987499833,0.2992500067,-0.132475003,-2.636199939,-11.23080027,0.9995999813,23.28110695,188.7950158,1.0078125,0,0,32.856,0.3976998118,-2.466002489,-0.3091159911,0.02109352336,2.427101635,-2.541840334,1,0,0,0,0,0,0,0.30996,-0.27078,-4.77910406834964,-6.94265873370363,-9.50473125849655,-0.225445062272806,1.25404831434768,-0.221178540751753,-16.9922290458075,1.59778375583338,-9.46761993393857,0.805139721009572,-3.59198998788712,-0.608189679340101,0,32.764660665,0.30941756,-0.321646975,32.856
-0.297993958,-0.0218605604,2.075939655,-3.657652855,0,-0,1.642725048,-0.120224998,-0.5521249866,-0.113925004,0.3568249893,-0.1699250007,-2.126599929,-13.04379971,0.1469999967,23.28110695,0,1.00859375,0,0,32.861,0.5194479297,-2.614155973,-0.2972269208,0.001534074545,2.427101635,-2.541840334,1,0,0,0,0,0,0,0.30996,-0.27078,-7.30613554795082,-6.29194138035949,-8.51611667808752,-0.25545262083196,1.41450139283343,-0.357082926305516,-16.8714847476524,1.09871573612609,-9.14943529844643,0.747813368410967,-3.55543099979901,-0.446553243961914,0,32.76981997,0.303013000000009,-0.34277364999997,32.861
-0.2849543393,-0.03911889717,2.212617159,-3.613276958,0,-0,1.642725048,-0.120224998,-0.5521249866,-0.113925004,0.3568249893,-0.1699250007,-2.126599929,-13.04379971,0.1469999967,23.28110695,0,1.00859375,0,0,32.866,0.654156685,-2.748961191,-0.2841873021,-0.01572426222,2.35075306,-2.374372063,1,0,0,0,0,0,0,0.2907,-0.24814,-6.74258294625099,-4.13589778552091,-7.60511352343508,-0.247636637426915,1.68677175641667,-0.381411891247885,-16.7137198876043,-0.334649876612259,-9.15701325998964,0.757755254401038,-3.56393045658866,-0.363951402110544,0,32.77459814,0.286896810000011,-0.326366680000012,32.866
-0.2745993137,-0.05599371716,2.174825668,-3.550601959,0,-0,1.641674957,-0.1188249993,-0.5488000107,-0.1373749983,0.3814999866,-0.131425004,-1.303400013,-13.63180032,-1.567999965,23.28110695,0,1.00859375,0,0,32.871,0.7959365701,-2.86940846,-0.2738322765,-0.03259908222,2.35075306,-2.374372063,1,0,0,0,0,0,0,0.2907,-0.24814,-6.17903034454677,-1.97985419068019,-6.69411036878275,-0.239820654021816,1.95904212000006,-0.405740856190097,-16.5559550275562,-1.76801548935193,-9.16459122153332,0.767697140391204,-3.57242991337838,-0.281349560259286,0,32.77937631,0.27078062,-0.30995971,32.871
-0.2630937696,-0.0736355707,2.213276148,-3.532287121,0,-0,1.641674957,-0.1188249993,-0.5488000107,-0.1373749983,0.3814999866,-0.131425004,-1.303400013,-13.63180032,-1.567999965,23.28110695,0,1.00859375,0,0,32.876,0.9397618386,-2.975226461,-0.2623267323,-0.05024093576,2.261347318,-2.210134954,1,0,0,0,0,0,0,0.21563,-0.24096,-8.0062512083665,-1.67713942693368,-5.21911052406956,-0.266965666508634,1.98665975413422,-0.446874946167946,-17.0531366194015,-1.54753706769674,-7.40980514135611,0.758574619472508,-3.60432477058527,-0.242150469061502,0,32.784277975,0.259461835000008,-0.300331130000007,32.876
-0.2535057962,-0.09089390934,2.137774706,-3.513952017,0,-0,1.641149979,-0.117075001,-0.5458250093,-0.1448999953,0.301349988,-0.09205000401,-0.8428000286,-12.86739964,-2.459799874,23.28110695,0,1.00859375,0,0,32.881,1.080126922,-3.066707897,-0.252738759,-0.06749927439,2.261347318,-2.210134954,1,0,0,0,0,0,0,0.21563,-0.24096,-9.83347207218883,-1.37442466318674,-3.74411067935427,-0.29411067899549,2.01427738826842,-0.488009036145853,-17.5503182112475,-1.32705864604123,-5.65501906117641,0.7494520985538,-3.63621962779222,-0.202951377863661,0,32.78917964,0.24814305,-0.29070255,32.881
