label,estimate,step_count
0.21818800270557404,0.3558473587036133,1.0
0.2221958488225937,0.3641780614852905,1.0
0.22574840486049652,0.35887935757637024,1.0
0.22861135005950928,0.3734777867794037,1.0
0.23058396577835083,0.3612153232097626,1.0
0.2315029352903366,0.35807594656944275,1.0
0.23124481737613678,0.34759289026260376,1.0
0.22972699999809265,0.33962351083755493,1.0
0.22690743207931519,0.3249284029006958,1.0
0.22278320789337158,0.3041134476661682,1.0
0.2173881083726883,0.2960207760334015,1.0
0.2107894867658615,0.28547796607017517,1.0
0.203084334731102,0.2724702060222626,1.0
0.19439515471458435,0.2486509084701538,1.0
0.18486540019512177,0.24470368027687073,1.0
0.17465490102767944,0.2339235544204712,1.0
0.16393525898456573,0.2120482623577118,1.0
0.1528855413198471,0.17968744039535522,1.0
0.14168795943260193,0.17904022336006165,1.0
0.13052409887313843,0.19744879007339478,1.0
0.11957132816314697,0.1684732437133789,1.0
0.10899966955184937,0.15171831846237183,1.0
0.09896896034479141,0.14279651641845703,1.0
0.08962642401456833,0.14713214337825775,1.0
0.0811045914888382,0.1315349042415619,1.0
0.07351948320865631,0.13764329254627228,1.0
0.0669691264629364,0.1398579627275467,1.0
0.06153225898742676,0.14700722694396973,1.0
0.057267315685749054,0.1401851922273636,1.0
0.0542115792632103,0.1406567245721817,1.0
0.052380502223968506,0.13914042711257935,1.0
0.05176724120974541,0.13444223999977112,1.0
0.05234234407544136,0.13336455821990967,1.0
0.054053641855716705,0.13594529032707214,1.0
0.05682636797428131,0.14403380453586578,1.0
0.06056351214647293,0.1405019611120224,1.0
0.06514648348093033,0.15164269506931305,1.0
0.07043608278036118,0.1568504124879837,1.0
0.0762738361954689,0.1586327999830246,1.0
0.08248378336429596,0.15713869035243988,1.0
0.08887462317943573,0.1636904627084732,1.0
0.09524239599704742,0.16151556372642517,1.0
0.10137353837490082,0.157415509223938,1.0
0.10704850405454636,0.13537821173667908,1.0
0.11204569041728973,0.13707493245601654,1.0
0.11614582687616348,0.11160285770893097,1.0
0.11913660913705826,0.09919656813144684,1.0
0.12081760913133621,0.06917323172092438,1.0
0.12100522965192795,0.057275108993053436,1.0
0.11953767389059067,0.01342058926820755,1.0
0.1162797287106514,0.005872402340173721,1.0
0.11112724989652634,-0.0271763876080513,1.0
0.10401114076375961,-0.02962399274110794,1.0
0.09490076452493668,-0.061071187257766724,1.0
0.08380652219057083,-0.07183229923248291,1.0
0.07078155875205994,-0.09849781543016434,1.0
0.05592245236039162,-0.10260334610939026,1.0
0.03936881199479103,-0.14956748485565186,1.0
0.02130170725286007,-0.1665038764476776,1.0
0.0019409387605264783,-0.21254493296146393,1.0
-0.018458843231201172,-0.20942190289497375,1.0
-0.03961312025785446,-0.24982303380966187,1.0
-0.06121348962187767,-0.2526826858520508,1.0
-0.08293452113866806,-0.2874527871608734,1.0
-0.1044413298368454,-0.28660866618156433,1.0
-0.1253976970911026,-0.3127213716506958,1.0
-0.14547449350357056,-0.31655535101890564,1.0
-0.16435818374156952,-0.33701857924461365,1.0
-0.18175925314426422,-0.33561691641807556,1.0
-0.1974201649427414,-0.3593001067638397,1.0
-0.21112270653247833,-0.3465918004512787,1.0
-0.22269457578659058,-0.35335108637809753,1.0
-0.23201465606689453,-0.345092236995697,1.0
-0.2390172779560089,-0.38498637080192566,1.0
-0.2436947524547577,-0.3762918710708618,1.0
-0.24609848856925964,-0.3637721836566925,1.0
-0.24633826315402985,-0.34586766362190247,1.0
-0.24457989633083344,-0.36037060618400574,1.0
-0.24104104936122894,-0.35931557416915894,1.0
-0.23598544299602509,-0.36997225880622864,1.0
-0.22971557080745697,-0.3519798815250397,1.0
-0.22256401181221008,-0.36587685346603394,1.0
-0.21488378942012787,-0.3641095459461212,1.0
-0.20703794062137604,-0.3495918810367584,1.0
-0.19938865303993225,-0.34891560673713684,1.0
-0.19228646159172058,-0.37634798884391785,1.0
-0.1860598474740982,-0.3825846314430237,1.0
-0.1810055524110794,-0.3897888660430908,1.0
-0.17738014459609985,-0.3869515061378479,1.0
-0.1753930300474167,-0.42006173729896545,1.0
-0.17520126700401306,-0.4242038428783417,1.0
-0.17690631747245789,-0.4107666611671448,1.0
