lJPos,rJPos,lJVel,rJVel,lJTorque,rJTorque,eulerX,eulerY,eulerZ,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_accel_x,pelvis_accel_y,pelvis_accel_z,batt,cpu,mem,lBttn,rBttn,time,d_hip_sagittal_l_filt,d_hip_sagittal_r_filt,hip_sagittal_l,hip_sagittal_r,lCmdTorque,rCmdTorque,lStanceSwing,rStanceSwing,nWalk,lWalk,rWalk,lGC,rGC,imu_time,hip_flexion_r_moment,hip_flexion_l_moment,exo_time,thigh_l_accel_x,thigh_l_accel_y,thigh_l_accel_z,thigh_l_gyro_x,thigh_l_gyro_y,thigh_l_gyro_z,thigh_r_accel_x,thigh_r_accel_y,thigh_r_accel_z,thigh_r_gyro_x,thigh_r_gyro_y,thigh_r_gyro_z,sync
-0.0005113581428,-0,0.0107011264186667,-0.01905303076,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.80080023233333,6.12173337533333,-0.4997999907,23.58285332,0,0.9171875,0,0,4.902,0.00254443816966667,-0.001772370084,-0.0005113581428,-0,-2.41658333333333,-2.01916666666667,1,0,0,0,0,-0.483013333333333,-0.40478,4.87359482,0.4031355,0.480792788,4.902,0.718412466612417,0.41571310928219,-0.63688700782776,0.46141184918754,-0.150398982583111,-0.677953442489754,0.49680383944494,-0.807867167071781,-0.318911867789591,0.332774816697786,-0.14893971081246,-0.06103516,0
-0.000862916858650021,-0,-0.0114271997005016,-0.0206018765425,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.840000117,6.134799874,-0.4997999907,23.58285332,0,0.9171875,0,0,4.907,0.00148879152034993,-0.00225529632400004,-0.000862916858650021,-0,-2.40945,-2.023,1,0,0,0,0,-0.48526,-0.40514,4.878650795,0.4042492,0.484460858,4.907,0.719474649389991,0.416740279310419,-0.634540906604595,0.0641919783530607,0.119884820364837,-0.762210953481469,0.51135610787907,-0.808103527347498,-0.322965024827888,0.305418612199367,-0.15258789,-0.182134141282102,0
-0.001150555792,-0,-0.0320433171255556,-0.02057864289,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.84217786677778,6.13262212422222,-0.4997999907,23.58285332,0,0.9171875,0,0,4.912,0.000119036248977796,-0.00309168965177777,-0.001150555792,-0,-2.41319444444444,-2.0236,1,0,0,0,0,-0.483942222222222,-0.404595555555556,4.88293725375,0.40490011625,0.4857555975,4.912,0.712094050600142,0.413259097316382,-0.62918543916958,0.266267697503497,-0.00620002804126715,-0.660323181248251,0.515989722765175,-0.806874069495807,-0.327307930748863,0.30517578,-0.0243175519587328,-0.0548351319587328,0
-0.001150555792,-0,-0.0291860981144444,-0.02092744079,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.84762224122222,6.12717774977778,-0.4997999907,23.58285332,0,0.9171875,0,0,4.917,-0.000796479614577796,-0.00369636074122223,-0.001150555792,-0,-2.42255555555556,-2.0251,1,0,0,0,0,-0.480647777777778,-0.403234444444444,4.886069438125,0.404856856875,0.48349034125,4.917,0.70963700618496,0.412128166744663,-0.630051788598625,0.393205089911468,0.0281686250051204,-0.714226897458294,0.512737666466929,-0.805232154656712,-0.325308059698276,0.187803369989759,-0.146715514916588,-0.235919299921708,0
-0.0003835186071,0.000153407442839918,0.0157564651220003,-0.0122336212560047,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.8439199498,6.1269599748,-0.495879990040002,23.58285332,0,0.9171875,0,0,4.922,-0.00262062094779992,-0.00539675383679991,-0.0003835186071,0.000153407442839918,-2.42037,-2.02325,1,0,0,0,0,-0.47933,-0.40269,4.8892016225,0.4048135975,0.481225085,4.922,0.709219629697893,0.412292948442105,-0.633139547860511,0.462440555424923,0.0818624701958677,-0.780536683241679,0.507008745430011,-0.803788461883681,-0.321852169953701,0.0901059404708316,-0.276104999529168,-0.451303497150057,0
-0.000287638955324957,0.000575277910649915,0.0180957377900022,0.0124082281274953,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.820399785,6.134799874,-0.4801999874,23.58285332,0,0.9171875,0,0,4.927,-0.00320176026574999,-0.00621488425175007,-0.000287638955324957,0.000575277910649915,-2.39665,-2.01345,1,0,0,0,0,-0.481162500000001,-0.4032475,4.89278415444444,0.404920457777778,0.479950944444445,4.927,0.713408262638868,0.416182394191207,-0.639272897548668,0.31284657346362,0.0257647307899852,-0.705739695324712,0.499529047251052,-0.804237242671492,-0.319458672418709,0.258399164815849,-0.107811775184151,-0.413905006255258,0
-0.000306814885680109,0.000460222316800164,0.013223300873993,0.00806191787000985,0,-0,-2.484124947,0.050680001738,0.0530249995,0,-0,0,-7.820399785,6.1308799244,-0.468439992799996,23.58285332,0,0.9171875,0,0,4.932,-0.00302568093439996,-0.00661299402419996,-0.000306814885680109,0.000460222316800164,-2.41131000000001,-2.01791,1,0,0,0,0,-0.48666,-0.40492,4.89816807666667,0.405627796666667,0.482641266666667,4.932,0.717091693335021,0.415989129874283,-0.635491118260215,0.0791726125431935,0.247452020194663,-0.67138672,0.506871659772461,-0.806203014325568,-0.319019250372088,0.198220014446359,-0.113001583728403,-0.204265832621121,0
-0.000920444645320027,0.000997148360879973,-0.0245270393780015,0.0397704198939982,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.820399785,6.125,-0.4508000009,23.58285332,0,0.9171875,0,0,4.937,-0.00292511252060001,-0.00603217423079992,-0.000920444645320027,0.000997148360879973,-2.4333,-2.0246,1,0,0,0,0,-0.483759999999999,-0.404864,4.903410956,0.405803238,0.483125154,4.937,0.708639657327802,0.410864579803367,-0.623082518368952,0.148658427018258,0.216242691844761,-0.612971202273963,0.510393264154529,-0.80639648,-0.320727430208612,0.270728737018258,-0.0636548018447609,-0.124689952273963,0
-0.000843740918040027,0.000306814885680041,-0.0155106395480019,-0.00197028555399761,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.8164798354,6.1171601008,-0.470399996819998,23.58285332,0,0.9171875,0,0,4.942,-0.0030382816348,-0.00509250142780003,-0.000843740918040027,0.000306814885680041,-2.4188,-2.02432,1,0,0,0,0,-0.47941,-0.40478,4.908442271,0.405180833,0.480299389,4.942,0.711782351628155,0.412998134298886,-0.619498916943901,0.182007900354505,0.0371029975133207,-0.728031601418018,0.507673726769407,-0.806161120534146,-0.322919024833032,0.0392981364446598,0.0566448814180185,-0.328010372841184,0
-0.000230111164260014,-0.000230111164260014,0.0255204949539992,-0.031207448992001,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.810599911,6.105400252,-0.4997999907,23.58285332,0,0.9171875,0,0,4.947,-0.00283915366300002,-0.00448691625480001,-0.000230111164260014,-0.000230111164260014,-2.39705,-2.0239,1,0,0,0,0,-0.48135,-0.405288,4.913455054,0.404834588,0.479329986,4.947,0.714860948667961,0.414769871454977,-0.629067393109619,0.288351453210338,0.0568290779580223,-0.653487386125933,0.501253599800335,-0.807204805781112,-0.319209195604551,0.372567027589037,-0.0968338191263828,-0.151512882915595,0
-0.000306814885679973,0.000153407442839986,0.0190743014180017,-0.00587161015720077,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.8066799614,6.105400252,-0.488039996060001,23.58285332,0,0.9171875,0,0,4.952,-0.00223174694600002,-0.00413472921380001,-0.000306814885679973,0.000153407442839986,-2.40675,-2.02644,1,0,0,0,0,-0.48426,-0.40605,4.918440039,0.404902583,0.481145126,4.952,0.716038431642804,0.415509994428536,-0.640975816362081,0.246308822116792,0.0904686292968422,-0.758603046121654,0.509191913431711,-0.806902115571464,-0.31978085607134,0.191778277756691,-0.12207031,0.142830981184913,0
-0.0007670372142,0.0003835186071,-0.010723624752,0.00683490140360002,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.800800037,6.105400252,-0.4704000041,23.58285332,0,0.9171875,0,0,4.957,-0.00164800200500002,-0.00379508600900001,-0.0007670372142,0.0003835186071,-2.4213,-2.03025,1,0,0,0,0,-0.481996,-0.405554,4.92345091,0.404972752,0.4818708,4.957,0.708326523852825,0.41458941188626,-0.62635053176252,0.273450950389655,0.179483721168966,-0.645698138045787,0.515618031948129,-0.808760626227481,-0.32732766411874,0.358967442733523,0.0244813323438677,-0.169825725077391,0
-0.0007670372142,0.000230111164260014,-0.0100455710640001,-0.00336941964739913,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.8047199866,6.1171601008,-0.509599995899996,23.58285332,0,0.9171875,0,0,4.962,-0.00127353828100001,-0.00350410435380001,-0.0007670372142,0.000230111164260014,-2.40998,-2.02777,1,0,0,0,0,-0.4786,-0.40481,4.92850061,0.405046182,0.480962275,4.962,0.707528817110825,0.412155815554126,-0.625253427110825,0.484218128552912,0.0932940678445522,-0.94024046089856,0.507247248375256,-0.811711857144848,-0.320691303487368,0.156651011447088,0.0604547140518159,-0.0932940678445522,0
-0.000460222328520027,0.000306814885679973,0.00888679586399848,-0.000435522570001571,0,-0,-2.484124947,0.05057500184,0.0530249995,0,-0,0,-7.810599911,6.134799874,-0.5683999836,23.58285332,0,0.9171875,0,0,4.967,-0.00090644690408002,-0.00323457816280002,-0.000460222328520027,0.000306814885679973,-2.393,-2.02405,1,0,0,0,0,-0.480052,-0.404862,4.933543684,0.40509567,0.481352404,4.967,0.71034204302156,0.415167092003006,-0.642414417110804,0.370676643532827,-0.0260518764671726,-0.857841467558163,0.500964636725649,-0.803535259185107,-0.322908735790328,0.00558212950749181,-0.115371754517844,-0.267959644517844,0
-0.000306814885680109,0.0007670372142,0.0152937296779931,0.0247941676519995,0,-0,-2.484124947,0.050645001772,0.0530249995,0,-0,0,-7.8145198606,6.1308799244,-0.544879994359992,23.58285332,0,0.9171875,0,0,4.972,-0.000374187275819934,-0.00263042896599988,-0.000306814885680109,0.0007670372142,-2.40026,-2.02431,1,0,0,0,0,-0.48223,-0.40494,4.938576819,0.405109245,0.483690514,4.972,0.713823778130088,0.414560082516336,-0.641861204320904,0.18543110505351,-0.03051758,-0.82436221586342,0.503142821485203,-0.800571219353576,-0.321310765998461,0.3314296957564,0.14909943748324,0.117031434156571,0
-0.000920444645320027,0.000306814885679918,-0.0208058947700013,-0.00279517695000456,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.820399785,6.125,-0.5096000105,23.58285332,0,0.9175,0,0,4.977,-0.000124995122150005,-0.00196816266739997,-0.000920444645320027,0.000306814885679918,-2.41115,-2.0247,1,0,0,0,0,-0.481506,-0.405,4.94364108,0.405278352,0.484167196,4.977,0.70853411084449,0.411157005063552,-0.635785395415009,0.122502364574816,0.151291726346341,-0.733069961791436,0.511658262376515,-0.808779130590284,-0.320804236427538,0.184185606366251,-0.0292214163463409,-0.120342091842313,0
-0.000383518589520068,-7.67037214200272e-05,0.013166984913996,-0.0236930176612016,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.8282399178,6.1289199496,-0.497840001260001,23.58285332,0,0.91796875,0,0,4.982,0.000145151630719972,-0.00167253522840001,-0.000383518589520068,-7.67037214200272e-05,-2.40753,-2.025,1,0,0,0,0,-0.48042,-0.40509,4.94875203,0.405680757,0.481851736,4.982,0.707928419292184,0.41626867533757,-0.626345375090739,0.00278292510340973,-0.033857090160568,-0.618143750435453,0.509179381104352,-0.806604998649721,-0.320383742882939,-0.0893263899537486,0.0882132200218138,-0.0593654048285251,0
0.000153407442840054,0.000536926049939986,0.0423480615000034,0.0106594450761993,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.840000117,6.134799874,-0.4801999874,23.58285332,0,0.91796875,0,0,4.987,0.00096216188677997,-0.00141258330100001,0.000153407442840054,0.000536926049939986,-2.4021,-2.02545,1,0,0,0,0,-0.482288,-0.405102,4.953842272,0.406026486,0.48097233,4.987,0.716608822630749,0.416737884770557,-0.632914326371427,0.149411247679829,-0.209811079174158,-1.02870306133697,0.504018067732059,-0.804728160917773,-0.324137427956271,0.0279762661855003,-0.0877407593823426,0.0286115944829869,0
-0.000460222328520027,0.0007670372142,0.00484782308599831,0.022398816792,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.8321599842,6.134799874,-0.499799997919998,23.58285332,0,0.91796875,0,0,4.992,0.00195546259199996,-0.000880510255600027,-0.000460222328520027,0.0007670372142,-2.41144,-2.02551,1,0,0,0,0,-0.48509,-0.40512,4.958901452,0.406287201,0.482247005,4.992,0.718584252027846,0.415395590680127,-0.641772505933404,0.256359636581559,0.150758033538234,-0.615841129385297,0.502123588398188,-0.805590865933404,-0.319692470080519,0.437635250119794,-0.00548956878568925,-0.06103516,0
-0.000153407442839986,0.000460222328520027,0.022458934413201,0.00350880995400163,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.820399785,6.134799874,-0.5292000137,23.58285332,0,0.91796875,0,0,4.997,0.00316339566799996,-0.000245254999848017,-0.000153407442839986,0.000460222328520027,-2.42545,-2.0256,1,0,0,0,0,-0.483238,-0.40544,4.96374502181818,0.406298177272727,0.48288819,4.997,0.712069002042669,0.413322323669697,-0.64039618762067,-0.0247003173410716,0.121585538085281,-0.702873843670588,0.512427901009092,-0.804478263486362,-0.317747173437392,0.120615994414693,-0.0925222738294381,-0.062004703670588,0
-0.000511358142799981,-0.000127839535699981,-0.00140946296466559,-0.0323695875666654,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.820399785,6.134799874,-0.516133344900002,23.58285332,0,0.91796875,0,0,5.002,0.00415717898966663,-9.18224508133142e-05,-0.000511358142799981,-0.000127839535699981,-2.41773333333333,-2.02693333333333,1,0.333333333333284,0,0,0,-0.48046,-0.40592,4.96826517636364,0.405934545454545,0.48257914,5.002,0.707003298538374,0.412881828497269,-0.627401543948565,0.305671909988735,0.0940545176375697,-0.757935875544646,0.511106415491806,-0.806460491762292,-0.324574866652766,0.0380229420929233,-0.147584314724861,-0.117066735544646,0
-0.000671157562425043,-0.000287638955325043,-0.00951619353400289,-0.0419781678350031,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.820399785,6.134799874,-0.4900000073,23.58285332,0,0.91796875,0,0,5.007,0.00481659126424994,-0.00059792230627489,-0.000671157562425043,-0.000287638955325043,-2.4023,-2.0296,1,0.750000000000111,0,0,0,-0.4810975,-0.40605,4.9744848375,0.4055172275,0.4826149175,5.007,0.713325167936906,0.416076640265357,-0.633381315756126,0.329895656212069,0.147399992073157,-0.621337161714774,0.504536148359997,-0.803061526149233,-0.31956544295693,0.177917572073157,0.146790186212069,-0.304565974138912,0
-0.0003835186071,8.52263571333586e-05,0.0102894608342223,-0.0155421952857762,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.82475541433333,6.12826662466666,-0.49217778138889,23.58285332,0,0.91796875,0,0,5.012,0.00532903536400003,-0.00157456890777785,-0.0003835186071,8.52263571333586e-05,-2.40513333333333,-2.03017777777778,1,0,0,0,0,-0.482858888888889,-0.406262222222222,4.983675002,0.40538273,0.483111659333333,5.012,0.715013977231657,0.415705305135622,-0.634563631671016,0.123037510914577,0.240271816658624,-0.558021217597329,0.510142120045687,-0.806776443464606,-0.321118832768343,0.15258789,0.176335063914893,-0.241239017573201,0
-0.0003835186071,0.000298292249966679,0.0110620405097778,-0.00185459190022141,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.83564448766667,6.11193350133333,-0.497622216611111,23.58285332,0,0.91796875,0,0,5.017,0.00557978531400002,-0.00215650829722226,-0.0003835186071,0.000298292249966679,-2.41221666666667,-2.03162222222222,1,0,0,0,0,-0.482481111111111,-0.405817777777778,4.987123882,0.40599458,0.482230882666667,5.017,0.711011454763808,0.413861127647231,-0.627445855704,0.184553437024602,0.410762285240783,-0.674282657224382,0.512330883588046,-0.805385172057684,-0.326620953178508,0.110932471983598,0.0164838047592167,-0.494073114448763,0
-0.000287638948000064,-0.000287638948000064,0.0103859961999962,-0.0316793331850038,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.830200097,6.1176502405,-0.4997999907,23.58285332,0,0.91796875,0,0,5.022,0.00631791809575,-0.00398696868025011,-0.000287638948000064,-0.000287638948000064,-2.4142,-2.0312,1,0,0,0,0,-0.48233,-0.40564,4.990572762,0.40660643,0.481350106,5.022,0.710357431014117,0.413932623260588,-0.626243178128065,0.272420648932972,0.35892653157679,-0.826498036751411,0.510737612282719,-0.805157879589216,-0.325620743333085,0.068033692738827,-0.0492756394427338,-0.492756362134057,0
-0.000997148360880014,-0.000536926032360054,-0.0314310498540008,-0.0434735029940035,0,-0,-2.484124947,0.05075000167,0.0530249995,0,-0,0,-7.800800037,6.154400206,-0.4997999907,23.584383776,0,0.91796875,0,0,5.027,0.00605953683220002,-0.00625867310459993,-0.000997148360880014,-0.000536926032360054,-2.41165,-2.0282,1,0,0,0,0,-0.482782,-0.40544,4.994532218,0.40679006,0.480924994,5.027,0.712244566117159,0.4154559340031,-0.63125140682526,0.355415147054642,0.104006825283453,-0.971164603527321,0.505972275290848,-0.805865016941421,-0.320327458351476,0.0521091641219339,-0.0359154764726791,-0.299777883527321,0
