hip_sagittal_l,hip_sagittal_r,d_hip_sagittal_l_raw,d_hip_sagittal_r_raw,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_accel_x,pelvis_accel_y,pelvis_accel_z,thigh_r_accel_x,thigh_r_accel_y,thigh_r_accel_z,thigh_r_gyro_x,thigh_r_gyro_y,thigh_r_gyro_z,thigh_l_accel_x,thigh_l_accel_y,thigh_l_accel_z,thigh_l_gyro_x,thigh_l_gyro_y,thigh_l_gyro_z,time
-0.490967,0.138092,2.153351,-2.704224,-0.299339306524906,0.104928546949122,-0.315850905283398,-13.4863549804688,2.90994873046875,1.99505126953125,9.31423095703125,13.31630859375,0.201181640625,-1.26180572447954,0.268979270098003,2.60510417831551,17.6153686523438,-19.7996264648438,3.31231201171875,-0.10386328251309,-0.501206917152913,0.657800789249572,0.0500000000001819
-0.482941,0.126282,1.902985,-3.017212,-0.335558297349984,0.100134856986979,-0.414920497834345,-13.9629638671875,4.23439453125,3.2907568359375,6.05221435546875,12.9594506835938,-0.028740234375,-1.28683943872629,0.333427768477921,2.81549390443177,2.6201513671875,-11.1392358398438,8.21252197265625,-0.159789665404754,-1.40934484886993,0.353667792762523,0.055000000000291
-0.474182000001593,0.113678000002293,1.17684900013208,-3.31768799994534,-0.48149952505978,0.0388821519262987,-0.425573142192725,-10.6075415045166,4.46910644526981,2.29203369158792,6.29890136714263,12.930710449224,-2.39501953081958,-1.27831732323958,0.504935342647826,2.98114252420457,4.88104980427625,-16.5423999013609,-0.948427732708633,-0.0985369603440736,-0.835167317953291,0.308394054239411,0.0599999999994907
-0.471130000000555,0.099945000002498,0.613464000102479,-3.55554199995673,-0.445813166485756,0.0969390636683238,-0.449541592001016,-10.7967480468406,2.69200195344825,1.87290527351374,4.95529541040065,12.3894360352547,-3.43445800762343,-1.25594677008544,0.709998746577824,3.13507323521328,0.390388184410597,-12.9187353522216,0.376018066165335,-0.0516653251560631,-0.497478491688227,0.322775124114988,0.0649999999995998
-0.469604000000278,0.0782170000039523,0.27542100006149,-3.73083499996811,-0.373907817060205,0.086819051538424,-0.479901628426756,-11.0506201171413,1.83937500015509,1.89446044921483,0.186811524304882,12.2265747070609,-2.66565673842109,-1.16806245412474,0.772849348329562,3.33108189143546,-3.89430175703312,-10.4255200199848,-0.622705077943333,-0.0681769239030251,-0.539023804624481,0.311057215323386,0.069999999999709
-0.469208,0.063324,-0.012512,-3.793427,-0.368581494866967,0.107591708039201,-0.491619537228627,-9.97046630859375,1.64537841796875,1.36037109375,-1.74596923828125,12.1235888671875,-3.1566357421875,-1.06739496490376,0.719053494321394,3.39233459654293,-7.117998046875,-7.96822998046875,-3.36021240234375,-0.158724400968723,-0.671649226917984,0.362722540468792,0.0749999999998181
-0.469604,0.048065,-0.012512,-3.943665,-0.381364668099347,0.049002164057458,-0.437823683209027,-9.1537646484375,0.74485107421875,1.68609375,-2.9458740234375,11.8266064453125,-3.41769287109375,-0.929443220437654,0.711596643269172,3.42322726518785,-8.8759423828125,-6.3228515625,-3.69791015625,-0.264718212353876,-0.784567257137344,0.466053190763867,0.0799999999999272
-0.469208,0.03244,0.037567,-3.893585,-0.354733057198555,0.00692421883420602,-0.369646759302998,-9.1825048828125,0.0526904296875,1.53999755859375,-4.59604248046875,12.0685034179688,-2.73271728515625,-0.782969360483296,0.653539731505445,3.43547780620222,-12.9211303710938,-3.918251953125,-1.06099365234375,-0.340351987312127,-1.20800987045994,0.713727172141236,0.0850000000000364
-0.468842,0.009155,0.16275,-3.893585,-0.347276206146333,-0.000532632218015848,-0.309991950885223,-8.58614501953125,-0.65863037109375,0.73527099609375,-5.2498828125,12.4780517578125,-2.99137939453125,-0.580569117637274,0.590156497561559,3.39020406767087,-3.879931640625,-12.252919921875,-1.88488037109375,-0.241282394761179,-0.487358479484501,0.70041136669084,0.0900000000001455
-0.466919,-0.00647,0.588409,-3.91861,-0.274305592278162,-0.0218379209386498,-0.313720376411334,-10.3249291992188,-0.90052734375,2.01421142578125,-6.619833984375,12.310400390625,-1.2214599609375,-0.473510041816089,0.444215269825217,3.36037666346198,-5.45345947265625,-3.76736572265625,0.076640625,-0.288154029946574,-0.938497968143923,0.911866357243131,0.0950000000002547
-0.463501000000622,-0.0221249999971524,1.00155599992485,-3.89358500000455,-0.279099282239432,-0.0596548084108961,-0.261522419055276,-10.6650219725944,0.258662109164145,1.44659179697825,-6.4689477539337,13.1199169920403,-0.910107421931635,-0.366983598232296,0.321177227485937,3.3326797881302,-6.74197998023437,-6.39949218702122,-3.80089599538843,-0.290817191036168,-1.34329845376233,1.03543703180033,0.0999999999994543
-0.455109000001526,-0.0373839999972244,1.58999599989296,-3.84350600000911,-0.329699342942606,-0.0996022247616971,-0.183758115229613,-10.9428442382307,-0.0934057616547092,0.878972168071999,-6.73718994135746,13.1199169921875,-0.402363281342358,-0.287621397742994,0.189617069637572,3.30125448726794,-2.40459961016396,-9.28549072213129,-3.28596679696867,-0.290817191036653,-1.24103306799553,1.32039526840945,0.104999999999563
-0.448608000001183,-0.0526429999972244,1.82784999995673,-3.76837200001367,-0.260989786840264,-0.117711720178208,-0.17204020642125,-11.2278515624482,-1.27175537087941,1.07775878902634,-6.75156005859114,13.3642089843306,0.0502954100739119,-0.217313944963255,0.0745685105431459,3.24692600103449,-2.41178466796744,-10.6578369138129,-2.07887695334457,-0.300937203177113,-1.22878252696479,1.46260807064565,0.109999999999673
-0.440613,-0.074768,1.978088,-3.630676,-0.243412923633242,-0.101200121423011,-0.187486540741578,-11.7691259765625,-0.46702880859375,1.31486572265625,-5.51093994140625,14.3437719726563,0.162861328125,-0.115581191309439,-0.130494893413883,3.17235749050239,-1.07057373046875,-12.0541333007813,-2.85486328125,-0.336623561786016,-1.2703278399678,1.60961456284389,0.114999999999782
-0.43222,-0.089264,2.190918,-3.655701,-0.247141349159353,-0.0676442916880127,-0.205063403936101,-12.099638671875,-0.383203125,0.80712158203125,-4.4068359375,14.5090283203125,0.2347119140625,-0.055926382891664,-0.221042370476577,3.15051956956374,0.88376220703125,-12.8588598632812,-2.529140625,-0.361657276032761,-1.13131083106566,1.7241304897173,0.119999999999891
-0.418488,-0.10376,2.341156,-3.530518,-0.217846577168482,-0.0537958540196006,-0.219977106040545,-12.4588916015625,-0.929267578125,0.9819580078125,-3.85119140625,15.088623046875,0.28979736328125,-0.00639158661619017,-0.328634078515778,3.13134480971517,2.80456787109375,-13.4959350585938,-2.26329345703125,-0.396811002421807,-0.959803256864557,1.85036432538705,0.125
-0.408569,-0.117493,2.516418,-3.580597,-0.198671817319911,-0.0367516230430935,-0.232760279272925,-12.3846459960938,-0.86460205078125,0.74006103515625,-3.32668212890625,15.5556518554688,0.4933740234375,0.0415453130052361,-0.388288886933553,3.09938687663422,3.24046142578125,-13.3378637695312,-2.0645068359375,-0.415453130052361,-0.868190515365832,1.90096438609856,0.130000000000109
-0.399017,-0.138458,2.441315,-3.405304,-0.200802346191975,-0.000532632218015848,-0.23595607258102,-12.1427490234375,-0.6514453125,0.70892578125,-1.8010546875,15.7807836914063,0.5604345703125,0.109189604693249,-0.444747902043233,3.04559102261462,4.6415478515625,-13.3713940429688,-2.2465283203125,-0.435160522118948,-0.714792436577268,1.91854124929308,0.135000000000218
-0.389099000001804,-0.151824999997569,2.441315,-3.26760900002505,-0.186953908526082,0.0229031853704185,-0.229031853748074,-11.8242114258392,-0.819096679657004,0.605939941424983,-0.498164062736994,15.6706127929888,0.399968261747939,0.143278066640062,-0.456998443055369,3.03067732051289,4.49545166018282,-12.9714257813228,-1.61903320323914,-0.456465810835706,-0.624244959531044,1.92280230703643,0.139999999999418
-0.379181000001804,-0.164397999997713,2.441315,-3.16745000001822,-0.186421276305644,0.0527305895781433,-0.213052887209246,-11.6302148437853,-0.687370605492711,0.634680175776022,0.0263452147483423,15.6490576171914,0.929267578028721,0.176833896375158,-0.442617373173785,3.01256782510093,4.47389648437892,-12.1475390626499,-1.48251708986858,-0.475640570684664,-0.542219597955053,1.89031174174415,0.144999999999527
-0.365082000002565,-0.177001999997707,2.24099700003644,-3.14239500000456,-0.201334978407278,0.0969390636708428,-0.180562321913282,-10.9260791016906,-0.347277832093113,0.261057128974212,1.56634277315738,15.4191357422293,0.766406250029624,0.202932875059291,-0.389354151379273,2.99392569747047,4.15535888677669,-11.3116772462458,-1.46335693359724,-0.485227950610693,-0.445813166496801,1.85356011870183,0.149999999999636
-0.355927,-0.189209,2.266022,-3.092316,-0.212520254988323,0.120907513489597,-0.157126504314675,-10.9643994140625,0.08382568359375,0.1676513671875,1.59029296875,14.9664770507813,1.30528564453125,0.230097118182846,-0.343547780620222,2.99499096190311,2.89318359375,-10.7177124023438,-0.64905029296875,-0.494815330536722,-0.378701507009268,1.81787376008809,0.154999999999745
-0.347137,-0.207886,2.215973,-3.067291,-0.229031853746814,0.131560157849914,-0.127299100105788,-10.4566552734375,0.3065625,-0.15088623046875,2.653681640625,14.3773022460938,1.235830078125,0.288686662164589,-0.212520254988323,3.00777413513549,2.3040087890625,-10.221943359375,-1.0298583984375,-0.497478491626802,-0.355798321634586,1.80029689689357,0.159999999999854
-0.338379,-0.21933,2.153351,-2.967133,-0.256728729083639,0.146473859954358,-0.0990695925509477,-10.3871997070313,0.62989013671875,-0.4358935546875,3.28836181640625,14.3006616210938,1.19032470703125,0.32969934295181,-0.123570674579677,3.00298044517335,1.55915771484375,-9.98483642578125,-0.431103515625,-0.487891111702516,-0.365918333776887,1.78964425253325,0.164999999999964
-0.329987,-0.231171,2.078247,-2.967133,-0.286556133292526,0.146473859954358,-0.0633832339438859,-10.4566552734375,0.9053173828125,-0.50055908203125,3.7027001953125,14.1928857421875,1.044228515625,0.370179391521014,-0.0133158054503962,2.99286043303105,0.63468017578125,-9.82916015625,0.00239501953125,-0.475640570688152,-0.358994114942681,1.78857898809722,0.170000000000073
-0.317017,-0.242615,2.165894,-2.904541,-0.335025665131968,0.154463343224596,-0.0010652644360317,-10.423125,0.97477294921875,-0.70653076171875,2.7159521484375,13.670771484375,1.5950830078125,0.386690990279505,0.0825579937924564,2.99925201964724,-0.40475830078125,-9.75491455078125,0.0239501953125,-0.446878430915296,-0.390419415805616,1.8013621613296,0.175000000000182
-0.308624,-0.254059,2.103271,-2.929565,-0.365918333776887,0.141680169992215,0.0319579330809509,-10.4638403320312,1.12326416015625,-0.56282958984375,2.4908203125,13.4432446289063,2.0261865234375,0.417583658924425,0.162985458712849,2.97155514431041,-1.47533203125,-9.48427734375,0.0718505859375,-0.42717103884871,-0.461259500801724,1.82959166888444,0.180000000000291
-0.299469000001665,-0.27120999999688,2.15335099999089,-2.90454100000455,-0.398408899069944,0.149669653261,0.0628506017202507,-10.4039648437609,1.25738525388185,-0.773591308555413,1.35318603536318,12.7654541016858,2.20820800777939,0.456465810832509,0.234890808131909,2.91988981917227,-1.55197265623606,-9.65911376949945,0.349672851511964,-0.413322601182817,-0.528371160259513,1.85196222203703,0.184999999999491
-0.290680000001599,-0.282287999997985,2.24099699998406,-2.80438200001822,-0.428768935497235,0.128896996763614,0.0948085348010078,-10.4111499023424,1.17116455079693,-0.723295898446649,1.2621752929853,12.5235571289503,1.88488037115256,0.473510041812988,0.307861421999887,2.88047503503687,-2.05971679678264,-9.47469726565854,0.0550854492723351,-0.39681100242481,-0.624777591715053,1.89510543169254,0.1899999999996
-0.276947000002498,-0.293334999997991,2.39123499997267,-2.72924800001367,-0.484695318384248,0.11078750135059,0.143810698855365,-10.1429077148925,1.16397949218881,-0.744851074214829,0.50774414076223,12.2002294922463,2.0094213866961,0.475640570687764,0.370712023727597,2.84052761868578,-2.56506591787683,-9.23040527348194,-0.0431103515446383,-0.373375184833372,-0.739826150803085,1.94517286018477,0.194999999999709
-0.267426,-0.304413,2.41626,-2.779327,-0.515587987039341,0.0910801092807099,0.169909677547055,-9.99441650390625,1.08015380859375,-0.47900390625,0.52450927734375,11.6469799804687,2.25850341796875,0.464455294109819,0.406931014564108,2.78406860356884,-2.0549267578125,-9.41482177734375,-0.56761962890625,-0.355798321634586,-0.823982041270516,1.98512027654506,0.199999999999818
-0.257874,-0.320801,2.441315,-2.729248,-0.542752230158149,0.0766990393942821,0.190149701831658,-9.74054443359375,1.2310400390625,-0.536484375,0.36643798828125,11.1775561523438,2.38304443359375,0.431432096592837,0.475107938470136,2.71269588635471,-2.14833251953125,-9.3357861328125,-0.70653076171875,-0.332895136259905,-0.900148448446783,2.03039401507641,0.204999999999927
-0.247955,-0.331482,2.491394,-2.629089,-0.575242795457115,0.0623179695078542,0.207193932808165,-9.48188232421875,1.24301513671875,-0.43828857421875,0.7807763671875,10.815908203125,2.08127197265625,0.399474163511886,0.545415391248228,2.67381373443955,-0.8765771484375,-9.513017578125,-0.44307861328125,-0.298274042088875,-0.883636849688291,2.05755825819522,0.210000000000036
-0.238434,-0.342163,2.341156,-2.704224,-0.599743877485844,0.0442084740953154,0.221042370476577,-9.43398193359375,1.03225341796875,-0.5029541015625,0.28740234375,10.2554736328125,2.251318359375,0.37071202373903,0.570449105494973,2.62321367372805,-1.0777587890625,-9.5465478515625,-0.067060546875,-0.266316109007924,-0.957672727992494,2.07779828247982,0.215000000000146
-0.223541,-0.352478,2.541473,-2.654144,-0.623179695078542,0.0356863586070618,0.230629750400862,-9.15136962890625,1.13044921875,-0.39996826171875,-0.4167333984375,10.0135766601563,2.270478515625,0.341417251748158,0.586960704253464,2.5811357285048,-0.52450927734375,-9.666298828125,-0.162861328125,-0.217846577168482,-1.00614225983194,2.08418986909601,0.220000000000255
-0.214020000001732,-0.363158999998057,2.41626000002278,-2.62908900000456,-0.657800789243274,-0.00159789664726558,0.238086601451727,-9.10825927735159,1.40348144526284,-0.210761718784416,-0.426313476560757,9.77886474613644,1.65974853526734,0.336090929568969,0.595482819740167,2.53160093223833,-0.332907714878602,-9.42679687504357,-0.112565917977899,-0.209857093899697,-1.02638228411286,2.08365723687809,0.224999999999454
-0.204102000001804,-0.378417999997224,2.29107700002277,-2.51641800002049,-0.67910607796633,-0.0202400242812112,0.250869774683139,-8.71308105475938,1.23343505862468,-0.184416503911042,-1.07296874988237,9.25914550790704,1.43940673832133,0.324905652991702,0.616255476240557,2.44424924849061,0.189206542873778,-9.61360839840352,-0.251477050755982,-0.191747598488999,-1.05141599835873,2.0895161912751,0.229999999999563
-0.194946000001665,-0.388335999998196,2.26602200000456,-2.54147299999544,-0.689758722328585,-0.0101200121441419,0.24767398137795,-8.64362548829388,1.17116455079258,-0.205971679683579,-0.831071777387751,9.01245849613862,0.99872314461141,0.335558297348046,0.642887087140284,2.38992076224699,1.23343505840381,-9.52738769532818,-0.541274414009786,-0.172040206422704,-1.01040331758352,2.05489509711144,0.234999999999673
-0.181213,-0.398254,2.240997,-2.541473,-0.704672424434966,-0.0356863586070618,0.250869774685464,-8.7130810546875,1.178349609375,-0.258662109375,-0.3784130859375,8.9334228515625,0.80233154296875,0.333427768477921,0.668986065827905,2.33878806930759,1.2597802734375,-9.13699951171875,-0.74724609375,-0.157126504314675,-1.01945806528233,1.98884870207118,0.239999999999782
-0.172424,-0.408173,2.215973,-2.36618,-0.7259777131556,-0.0298274042088875,0.254065567993559,-8.3202978515625,1.26217529296875,-0.43349853515625,-0.57719970703125,8.70110595703125,0.80233154296875,0.333960400695936,0.686030296804412,2.285524847506,1.64537841796875,-8.93102783203125,-0.94603271484375,-0.137951744466105,-0.994424351035588,1.94517286019388,0.244999999999891
-0.164032,-0.422272,2.053192,-2.41626,-0.731836667553775,-0.0303600364269033,0.262055051263797,-8.29395263671875,1.1639794921875,-0.411943359375,-0.75922119140625,8.42807373046875,0.43349853515625,0.350471999454428,0.707335585525046,2.20243422149553,1.46814697265625,-8.57656494140625,-1.2693603515625,-0.122505410143645,-0.976847487841065,1.90842123715078,0.25
-0.156036,-0.431824,2.003113,-2.316101,-0.745152473004171,-0.0532632218015848,0.273772960060146,-8.133486328125,1.456171875,-0.4981640625,-0.4215234375,8.28437255859375,-0.05987548828125,0.369646759302998,0.745685105222187,2.13798572311561,1.1879296875,-8.47118408203125,-1.1879296875,-0.114515926873407,-0.982706442239239,1.87593067185182,0.255000000000109
-0.14801,-0.440979,1.953033,-2.391235,-0.743021944132107,-0.0633832339438859,0.282295075548399,-7.95146484375,1.11847412109375,-0.584384765625,-0.41433837890625,8.1574365234375,-0.32572265625,0.387756254715537,0.784567257137344,2.08418986909601,0.9340576171875,-8.38975341796875,-1.26696533203125,-0.116646455745471,-0.983239074457255,1.8450380032069,0.260000000000218
-0.136963000002009,-0.450133999998335,1.76525900003416,-2.16589400004099,-0.763794600630947,-0.0671116594693186,0.294545616560535,-7.83889892580173,1.15200439452515,-0.445473632837768,-0.215551757848659,8.04966064455085,-0.352067871088958,0.407996278996458,0.828775731224617,2.01548031298447,1.20469482416952,-8.25084228518152,-1.22385498047659,-0.116646455745471,-0.971521165663038,1.80082952911962,0.264999999999418
-0.129700000001321,-0.458892999998407,1.82784999998861,-2.24099699998634,-0.776045141646862,-0.0841558904434036,0.307328789792819,-8.06882080073943,1.03704345705216,-0.469423828120643,-0.469423828078821,7.98260009766845,-0.376018066401894,0.431964728806493,0.870853676448257,1.96168445896215,0.668210449316336,-8.22928710937892,-1.01788330081872,-0.123570674578417,-0.992293822159746,1.76248000942142,0.269999999999527
-0.122833000001249,-0.471496999997707,1.6651000000296,-2.0782470000296,-0.78616515378955,-0.0894822126256936,0.305730893141387,-8.10714111327428,0.977167968760891,-0.325722656276139,-1.14960937487628,7.64490234381143,-0.43110351561498,0.471912145154775,0.916660047196942,1.8727348785599,0.790356445290282,-8.36101318356979,-1.60705810536158,-0.130494893412623,-1.0253170196745,1.74383788178728,0.274999999999636
-0.115967,-0.479492,1.715179,-2.103271,-0.78882831488147,-0.104928546949122,0.303600364269033,-8.04966064453125,0.85502197265625,-0.4071533203125,-0.8286767578125,7.5059912109375,-0.6466552734375,0.490554272792596,0.976314855623049,1.8082863801638,0.86460205078125,-8.52626953125,-1.6334033203125,-0.134223318939994,-1.01359911088416,1.71507574201103,0.279999999999745
-0.106049,-0.487885,1.715179,-2.128326,-0.799480959241787,-0.117179087963486,0.300404570960938,-8.05924072265625,0.756826171875,-0.536484375,-0.871787109375,7.30241455078125,-0.75443115234375,0.509729032641166,0.997620144343683,1.75182736505412,0.81191162109375,-8.71547607421875,-1.65016845703125,-0.139017008902136,-1.0183928008463,1.69856414325254,0.284999999999854
-0.099579,-0.495514,1.589996,-1.928009,-0.801078855895835,-0.137419112248089,0.282827707766415,-8.04487060546875,0.622705078125,-0.5029541015625,-0.8382568359375,7.23535400390625,-0.7616162109375,0.513990090385293,1.04395914731106,1.68737886667421,1.32923583984375,-8.89749755859375,-1.37953125,-0.139017008902136,-1.00134856986979,1.67566095787786,0.289999999999964
-0.093475,-0.506592,1.615021,-1.777771,-0.798948327023771,-0.148071756608406,0.270577166752051,-8.08798095703125,0.622705078125,-0.47181884765625,-0.82149169921875,6.9120263671875,-0.83107177734375,0.515587987039341,1.08870025362439,1.59576612517548,0.85981201171875,-9.091494140625,-1.12805419921875,-0.136886480030073,-1.03011070964265,1.6602146235554,0.295000000000073
-0.086975,-0.513824,1.640045,-1.82785,-0.793622004843613,-0.156061239878643,0.25779399351967,-8.01134033203125,0.60114990234375,-0.54845947265625,-1.38671630859375,6.89047119140625,-0.65863037109375,0.515587987039341,1.11639712896122,1.53131762679556,1.302890625,-9.263935546875,-1.0969189453125,-0.142212802210231,-1.0285128129886,1.64530092145095,0.300000000000182
-0.080505,-0.520691,1.615021,-1.777771,-0.787763050445439,-0.164050723148881,0.240749762543163,-7.89158935546875,0.40475830078125,-0.76880126953125,-1.331630859375,6.6821044921875,-0.84065185546875,0.512924825949261,1.12491924444947,1.46686912841564,1.7244140625,-9.33818115234375,-0.8190966796875,-0.132625422285946,-1.008272788704,1.63091985156453,0.305000000000291
-0.0713500000016653,-0.527556999998751,1.53991700001366,-1.71517900001139,-0.764327232857004,-0.166181252020557,0.213585519429296,-7.58981689458614,0.088615722713756,-0.780776367185322,-1.70046386712041,6.44739257816769,-0.910107421862366,0.521979573653884,1.1201255544882,1.39922483673994,1.78907958983199,-9.43158691404551,-0.766406250009584,-0.116646455748377,-0.970988533449672,1.61653878168071,0.309999999999491
-0.0648500000011824,-0.534423999998751,1.48983800000911,-1.66510000000911,-0.743554576353902,-0.177899160815162,0.184823379656731,-7.57065673828474,0.0143701172010052,-0.663420410177597,-1.98068115229278,6.30369140627614,-0.902922363282557,0.526240631398882,1.10308132351392,1.32838475174441,1.71483398438851,-9.33578613282993,-0.462238769586578,-0.103330650297497,-0.942759025893185,1.60801666619139,0.3149999999996
-0.0587460000011103,-0.543578999998335,1.58999599998178,-1.51486200002733,-0.721716655415446,-0.186421276303997,0.162985458716822,-7.51317626954171,-0.0981958007607744,-0.898132324176056,-2.24413330073333,6.16478027346277,-1.27175537102666,0.550209081206011,1.07538444817903,1.20800987048184,1.52562744144067,-9.21124511721015,-0.474213867185322,-0.0926780059366952,-0.93263901374759,1.60055981513898,0.319999999999709
-0.05304,-0.549683,1.414703,-1.564941,-0.69774820560076,-0.193345495139753,0.143810698864279,-7.347919921875,-0.18441650390625,-0.929267578125,-2.42136474609375,6.0689794921875,-1.30528564453125,0.574177531021084,1.02105596193638,1.12971293441161,1.8154248046875,-9.24717041015625,-0.47900390625,-0.087351683754599,-0.894822126266624,1.59842928626556,0.324999999999818
-0.043884,-0.55542,1.539917,-1.414703,-0.657268157031556,-0.202400242846022,0.113983294655391,-7.3048095703125,-0.40954833984375,-0.9627978515625,-2.4764501953125,5.8965380859375,-1.4705419921875,0.591221761997591,0.97365169453297,1.04342651509305,2.13875244140625,-9.21364013671875,-0.58198974609375,-0.0761664071762662,-0.821318880180437,1.59363559630342,0.329999999999927
-0.037781,-0.56076,1.514862,-1.414703,-0.623179695078542,-0.196008656229832,0.0900148448446783,-7.28325439453125,-0.62989013671875,-0.94124267578125,-1.63100830078125,6.11208984375,-1.58310791015625,0.617320740680367,0.969923269006859,0.969390636788843,1.75554931640625,-9.06514892578125,-0.42391845703125,-0.0676442916880127,-0.769120922814884,1.59257033186738,0.335000000000036
-0.032043,-0.566101,1.464783,-1.277008,-0.591221761997591,-0.20399813950007,0.0671116594699968,-7.41498046875,-0.78556640625,-1.0490185546875,-1.94715087890625,6.03784423828125,-1.23822509765625,0.648746041543302,0.871386308673927,0.857537871005515,1.51365234375,-9.0388037109375,-0.33769775390625,-0.0564590151096798,-0.757403014018535,1.60269034400969,0.340000000000146
-0.02594,-0.573334,1.514862,-1.076691,-0.562992254442751,-0.205596036154117,0.0426105774412678,-7.347919921875,-0.84544189453125,-1.15200439453125,-1.76512939453125,6.22944580078125,-1.312470703125,0.668986065827905,0.829840995668691,0.785099889355359,1.6046630859375,-8.9430029296875,-0.50055908203125,-0.0580569117637274,-0.731836667553775,1.60854929840786,0.345000000000255
-0.0198360000011103,-0.577544999999234,1.46478300000911,-1.15179399998634,-0.528903792495937,-0.211454990551226,0.0292947719932938,-7.39342529296047,-0.878972167962651,-1.2430151367022,-2.10282714837607,6.12885498048705,-0.728085937606299,0.682301871275879,0.771251451697605,0.715325068807975,1.68130371092356,-8.98132324218053,-0.495769042969621,-0.0521979573666188,-0.678040813543959,1.61067982727954,0.349999999999454
