imu_time,thigh_l_accel_x,thigh_l_accel_y,thigh_l_accel_z,thigh_l_gyro_x,thigh_l_gyro_y,thigh_l_gyro_z,thigh_r_accel_x,thigh_r_accel_y,thigh_r_accel_z,thigh_r_gyro_x,thigh_r_gyro_y,thigh_r_gyro_z,sync,trq_r,trq_l,exo_time,hip_sagittal_l_raw,hip_sagittal_r_raw,d_hip_sagittal_l_raw,d_hip_sagittal_r_raw,torque_l_mea,torque_r_mea,pelvis_euler_x,pelvis_euler_y,pelvis_euler_z,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_accel_x,pelvis_accel_y,pelvis_accel_z,batt,cpu,mem,button_l,button_r,time,d_hip_sagittal_l_filt,d_hip_sagittal_r_filt,hip_sagittal_l,hip_sagittal_r,torque_l_cmd,torque_r_cmd,stance_l,stance_r,mode_n,mode_l,mode_r,gp_l,gp_r,l_est_trq,r_est_trq
29.0185888649274,-6.30198040753706,2.0405306559552,-7.97163967338336,0.186987780994539,0.374096247087188,-0.101484692341537,-19.0534652381573,-2.7944186826778,5.9229571831609,0.226521220335961,-0.706205314332482,-0.959287358448461,0,0.512865365,-0.516009094999994,29.02,-0.452935487,0.2443013489,-0.2971429825,0.2638961673,0,-0,1.579375,-0.01434999987,-0.2833250093,0.2570749927,0.1783249927,-0.1154999983,0.1469999967,-11.83839946,2.322600034,24.5611248,0,1.29765625,0,0,0,-0.09844846653,0.5571885448,-0.4882191978,0.1541744769,3.331221413,-3.649879034,1,1,0,0,0,0,0,0.55031,-0.54225
29.0234237497485,-7.0981990434417,1.3700100113501,-6.53293001817405,0.176708784216422,0.621754569948754,-0.193115108346658,-16.8506319480268,-5.16662383287167,5.06356871996257,0.302501930382106,-0.846638624861985,-1.02552271417558,0,0.514171809174253,-0.506324191790855,29.025,-0.450250834199995,0.244301348899998,-0.0832079574497139,0.189199209199827,0,-0,1.579375,-0.0143499998700057,-0.283325009299997,0.25707499269998,0.178324992700052,-0.115499998300058,0.146999996699582,-11.838399460001,2.32260003399833,24.5611248,198.014900599719,1.2984375,0,0,0.00500000000000256,-0.159423524500057,0.506764732999934,-0.485534544999995,0.154174476899998,3.33122141300014,-3.64987903400001,1,1,0,0,0,0,0,0.550309999999965,-0.542249999999958
29.0282788899274,-10.1481583986934,1.65162447931294,-5.22862413303656,0.215581323597945,0.751434665980161,-0.154761729729606,-15.3834992639391,-6.3856506901603,4.68215355732968,0.504961619315543,-1.01765494831445,-1.05648008339879,0,0.518572960000009,-0.496189519999984,29.03,-0.446799188899997,0.242767274399999,0.118104413200087,0.0677793472999693,0,-0,1.577974968,-0.01837499917,-0.2815750027,0.2432499933,0.214725008,-0.1561000013,-0.1469999967,-12.53420043,1.146599987,24.5611248,0,1.2984375,0,0,0.0100000000000051,-0.199557184700028,0.460128402099938,-0.482082899699997,0.152640402299999,3.429446819,-3.658824786,1,1,0,0,0,0,0,0.52549,-0.51296
29.0331672518296,-15.0348196249268,1.12397818411896,-1.11412784664235,0.270064463469553,0.594899081028254,-0.12446235925014,-17.070363659393,-5.37279777747119,8.92003985845038,0.483485405670865,-1.33301932318353,-1.22657420618368,0,0.518836949112917,-0.494615267055125,29.035,-0.4448815882,0.2423837632,0.1794900596,0.04618388414,0,-0,1.577974968,-0.01837499917,-0.2815750027,0.2432499933,0.214725008,-0.1561000013,-0.1469999967,-12.53420043,1.146599987,24.5611248,0,1.2984375,0,0,0.0150000000000006,-0.2195453137,0.4162269855,-0.480165299,0.1522568911,3.429446819,-3.658824786,1,1,0,0,0,0,0,0.52549,-0.51296
29.0381115199274,-18.8061126102438,0.865217334425734,2.50363514239979,0.0399056388657688,0.326080055390093,-0.246966214152163,-17.8052340760957,-5.66754305908439,9.92609574954425,0.520384969144056,-1.69620500782206,-1.39767511324858,0,0.506214665000008,-0.513425604999988,29.04,-0.4429639876,0.2393156141,0.2287054211,-0.1211569309,0,-0,1.576224995,-0.02047499925,-0.280350008,0.1855000067,0.1592500067,-0.2178749967,-0.2744000085,-13.33779943,0.1469999967,24.5610466,0,1.2984375,0,0,0.019999999999996,-0.221652486,0.3725161546,-0.4782476984,0.149188742,3.463843611,-3.618018487,1,1,0,0,0,0,0,0.50653,-0.51277
29.0431024440051,-22.0358255129069,1.18821858221727,5.56537213652259,-0.184419241519861,0.211481448560787,-0.353455060362935,-18.2466280282409,-5.03695682942823,9.58233234001578,0.559929552463812,-1.88117222158611,-1.53093481527517,0,0.490122054823184,-0.535214363346191,29.045,-0.439512312399992,0.235863938899993,0.339916497500252,-0.269307434600237,0,-0,1.576224995,-0.020474999250002,-0.280350007999999,0.18550000670005,0.159250006699933,-0.217874996700023,-0.274400008501434,-13.3377994300004,0.146999996697855,24.5610466,0,1.2984375,0,0,0.0250000000000057,-0.207905408599959,0.326420554499928,-0.474796023199992,0.145737066899993,3.46384361099999,-3.61801848699996,1,1,0,0,0,0,0,0.506529999999971,-0.512770000000016
29.0481440699274,-22.4424767906191,2.25023102387845,5.04238877083001,-0.248711296003284,-0.0702933354817932,-0.410338794815014,-17.8090531023792,-3.65363335631811,9.59602989077073,0.374436356484759,-2.08114137550982,-1.67458062409231,0,0.478669759999998,-0.544033620000001,29.05,-0.4341430664,0.2312617153,0.5175758004,-0.4363827705,0,-0,1.574475021,-0.021875,-0.279649992,0.220849998,0.1121749973,-0.233974998,-1.283799973,-13.65140007,-1.362199986,24.5610466,0,1.2984375,0,0,0.0300000000000011,-0.1792426882,0.2754963585,-0.4694267772,0.1411348432,3.459196432,-3.586658366,1,1,0,0,0,0,0,0.48585,-0.52438
29.0532017929419,-18.5066000689771,4.73037353170283,2.07813835675928,-0.145336855881205,-0.191984734981286,-0.410346579017571,-18.1703616371458,-1.6650877573082,7.80335252147411,0.194707108544019,-2.35233418039059,-1.78847992067757,0,0.471099024182194,-0.54551519880209,29.055,-0.4287737906,0.2247419059,0.6624039412,-0.6693714261,0,-0,1.574475021,-0.021875,-0.279649992,0.220849998,0.1121749973,-0.233974998,-1.283799973,-13.65140007,-1.362199986,24.5610466,0,1.2984375,0,0,0.0349999999999966,-0.1366405322,0.2168753781,-0.4640575014,0.1346150339,3.459196432,-3.586658366,1,1,0,0,0,0,0,0.48585,-0.52438
29.0582438099274,-12.6227751310522,7.04185244021249,-1.72057825095279,0.0815331790017825,-0.167817378386161,-0.294437758116376,-19.6778774514246,-0.543991626428036,6.43650370795999,0.155515864460835,-2.65646533131168,-1.82407789120688,0,0.467890499999997,-0.543259949999993,29.06,-0.424171566999997,0.215153932599984,0.727654457099867,-1.00352418400049,0,-0,1.572199936,-0.02397500008,-0.28,0.2432499933,-0.086274997,-0.2329250073,-3.13599993,-12.12259989,-1.450400019,24.5610466,0,1.2984375,0,0,0.0400000000000063,-0.0822286272399125,0.146638888799878,-0.459455277799997,0.125027060499984,3.422043011,-3.581668198,1,1,0,0,0,0,0,0.541,-0.48805
29.063250290822,-6.30703647322273,7.26179706774258,-5.42272467208819,0.0289582964526656,-0.036851226809797,-0.0331827160607567,-16.5075545263076,0.0946910743467103,3.08042409536756,0.251727178345593,-2.88351359798009,-1.73766038947714,0,0.465948670733598,-0.538339155348145,29.065,-0.4222539961,0.2036483735,0.6338498592,-1.348181248,0,-0,1.572199936,-0.02397500008,-0.28,0.2432499933,-0.086274997,-0.2329250073,-3.13599993,-12.12259989,-1.450400019,24.5610466,0,1.2984375,0,0,0.0450000000000017,-0.02067227149,0.0609852418,-0.4575377069,0.1135215014,3.422043011,-3.581668198,1,1,0,0,0,0,0,0.541,-0.48805
